"";"Trienio";"Nome_Microrregiao";"COD_Microrregiao_Geografica";"Categoria 1 ou Adequada (C1)";"Categoria 2 ou Intermediária (C2)";"Categoria 3 ou Inadequada (C3)";"Indice_Adequacao"
"275";"2012_2014";"Campo_Belo";"31045";0,124325785406249;0,875674214593751;0;56,2162892703124
"276";"2012_2014";"Capelinha";"31011";0,448259699021546;0,551740300978454;0;72,4129849510773
"277";"2012_2014";"Caratinga";"31040";0,691576245374298;0,308423754625702;0;84,5788122687149
"278";"2012_2014";"Cataguases";"31066";0,788135871685869;0,211864128314131;0;89,4067935842934
"279";"2012_2014";"Conceicao_do_Mato_Dentro";"31028";0,0248340756265828;0,605059965650744;0,370105958722673;-4,27419002707187
"280";"2012_2014";"Conselheiro_Lafaiete";"31034";0,415779706809708;0,584220293190292;0;70,7889853404854
"281";"2012_2014";"Curvelo";"31025";0,354872083329148;0,596522595096276;0,0486053215745754;60,4528059302711
"282";"2012_2014";"Diamantina";"31010";0,150535721406464;0,849464278593536;0;57,5267860703232
"283";"2012_2014";"Divinopolis";"31043";0,881504738711492;0,118495261288508;0;94,0752369355746
"284";"2012_2014";"Formiga";"31044";0,839503420840549;0,160496579159451;0;91,9751710420275
"285";"2012_2014";"Frutal";"31021";0,793568499653243;0,206431500346757;0;89,6784249826622
"286";"2012_2014";"Governador_Valadares";"31037";0,578407978253576;0,415136907981677;0,00645511376474696;77,9521318479668
"287";"2012_2014";"Grao_Mogol";"31008";0,491872069883056;0,508127930116944;0;74,5936034941528
"288";"2012_2014";"Guanhaes";"31035";0,280764821702035;0,719235178297965;0;64,0382410851017
"289";"2012_2014";"Ipatinga";"31039";0,897717314978833;0,0962903201709172;0,00599236485024934;93,9870110214043
"290";"2012_2014";"Itabira";"31031";0,830197324938847;0,169802675061153;0;91,5098662469424
"291";"2012_2014";"Itaguara";"31032";0,339907795595758;0,660092204404242;0;66,9953897797879
"292";"2012_2014";"Itajuba";"31056";0,430881208615348;0,569118791384651;0;71,5440604307674
"293";"2012_2014";"Ituiutaba";"31017";0,949696759419888;0;0,0503032405801124;89,9393518839775
"294";"2012_2014";"Janauba";"31004";0,743344811148891;0,25665518885111;0;87,1672405574445
"295";"2012_2014";"Januaria";"31003";0,633216312072718;0,263138302906303;0,103645385020978;66,1140078504892
"296";"2012_2014";"Juiz_de_Fora";"31065";0,342933445182733;0,64085989535356;0,0162066594637069;64,7156733395806
"297";"2012_2014";"Lavras";"31057";0,411114282709613;0,588885717290387;0;70,5557141354807
"298";"2012_2014";"Manhuacu";"31061";0,470159559225075;0,529840440774925;0;73,5079779612538
"299";"2012_2014";"Mantena";"31038";0,2403839238429;0,7596160761571;0;62,019196192145
"300";"2012_2014";"Montes_Claros";"31007";0,189475045457395;0,804525362091667;0,00599959245093736;58,5738134052292
"301";"2012_2014";"Muriae";"31063";0,293542493542494;0,698151998151998;0,00830550830550831;63,4312984312984
"302";"2012_2014";"Nanuque";"31016";0,861411660013947;0,138588339986053;0;93,0705830006974
"303";"2012_2014";"Oliveira";"31046";0,920822766976613;0,0791772330233869;0;96,0411383488307
"304";"2012_2014";"Ouro_Preto";"31033";0,279165205810466;0,720834794189534;0;63,9582602905233
"305";"2012_2014";"Para_de_Minas";"31029";0,935834667746468;0,0641653322535324;0;96,7917333873234
"306";"2012_2014";"Paracatu";"31002";0,230650118996131;0,769349881003869;0;61,5325059498065
"307";"2012_2014";"Passos";"31047";0,375459112273475;0,600817771370929;0,0237231163555958;65,2144881603344
"308";"2012_2014";"Patos_de_Minas";"31020";0,692127266951014;0,279189001020677;0,0286837320283086;80,3038035433044
"309";"2012_2014";"Patrocinio";"31019";0,865195944516594;0,128941060438583;0,00586299504482354;92,3803479691061
"310";"2012_2014";"Pecanha";"31036";0,187223543248702;0,622667962124892;0,190108494626405;30,8449029684743
"311";"2012_2014";"Pedra_Azul";"31013";0,364690709606273;0,56120233389095;0,0741069565027772;57,118492004897
"312";"2012_2014";"Pirapora";"31006";0,318961713852244;0,660248149343006;0,0207901368047502;62,8295651718997
"313";"2012_2014";"Piui";"31042";0,566531983474826;0,309370318245789;0,124097698279384;59,7119444318337
"314";"2012_2014";"Pocos_de_Caldas";"31051";0,972915974822602;0,0270840251773984;0;98,6457987411301
"315";"2012_2014";"Ponte_Nova";"31060";0,566961116900937;0,433038883099063;0;78,3480558450468
"316";"2012_2014";"Pouso_Alegre";"31052";0,298559112662186;0,701440887337814;0;64,9279556331093
"317";"2012_2014";"Salinas";"31005";0,20865156889689;0,79134843110311;0;60,4325784448445
"318";"2012_2014";"Santa_Rita_do_Sapucai";"31053";0,273316490800511;0,726683509199489;0;63,6658245400255
"319";"2012_2014";"Sao_Joao_Del_Rei";"31058";0,143151964797027;0,764965235682386;0,0918827995205874;43,3751783117632
"320";"2012_2014";"Sao_Lourenco";"31054";0,328893548412717;0,671106451587283;0;66,4446774206359
"321";"2012_2014";"Sao_Sebastiao_do_Paraiso";"31048";0,322167470441198;0,677832529558802;0;66,1083735220599
"322";"2012_2014";"Sete_Lagoas";"31027";0,723525188365093;0,25829964167737;0,0181751699575377;83,449983924624
"323";"2012_2014";"Teofilo_Otoni";"31015";0,216976700201944;0,783023299798056;0;60,8488350100972
"324";"2012_2014";"Tres_Marias";"31024";0,793611330201296;0,206388669798704;0;89,6805665100648
"325";"2012_2014";"Uba";"31064";0,436929885880683;0,563070114119317;0;71,8464942940341
"326";"2012_2014";"Uberaba";"31022";0,698532370752142;0,301467629247858;0;84,9266185376071
"327";"2012_2014";"Uberlandia";"31018";0,934683448471657;0,0521252146169341;0,0131913369114088;94,7554718868715
"328";"2012_2014";"Unai";"31001";0,306659545233306;0,493691931961596;0,199648522805098;35,3856988409006
"329";"2012_2014";"Varginha";"31050";0,709486743787426;0,290513256212574;0;85,4743371893713
"330";"2012_2014";"Vicosa";"31062";0,576408267335141;0,423591732664859;0;78,8204133667571
"331";"2015_2017";"Aimores";"31041";0,440618436031248;0,559381563968752;0;72,0309218015624
"332";"2015_2017";"Alfenas";"31049";0,962203778880864;0,0377962211191358;0;98,1101889440432
"333";"2015_2017";"Almenara";"31014";0,612714251013375;0,256353519865187;0,130932229121438;60,9958781824531
"334";"2015_2017";"Andrelandia";"31055";0,0803608057644769;0,887066743806869;0,0325724504286541;49,1321727239257
"335";"2015_2017";"Aracuai";"31012";0,969250594445373;0,030749405554627;0;98,4625297222686
"336";"2015_2017";"Araxa";"31023";0,628756291334987;0,371243708665013;0;81,4378145667493
"337";"2015_2017";"Barbacena";"31059";0,66752416818838;0,33247583181162;0;83,376208409419
"338";"2015_2017";"Belo_Horizonte";"31030";0,986628121062129;0,0133718789378714;0;99,3314060531064
"339";"2015_2017";"Bocaiuva";"31009";0,752160797520222;0,247839202479778;0;87,6080398760111
"340";"2015_2017";"Bom_Despacho";"31026";0,774581884960976;0,225418115039024;0;88,7290942480488
"341";"2015_2017";"Campo_Belo";"31045";0,45145240069674;0,54854759930326;0;72,572620034837
"342";"2015_2017";"Capelinha";"31011";0,197197983849114;0,802802016150886;0;59,8598991924557
"343";"2015_2017";"Caratinga";"31040";0,697807924392111;0,302192075607889;0;84,8903962196056
"344";"2015_2017";"Cataguases";"31066";0,639194338380253;0,360805661619747;0;81,9597169190127
"345";"2015_2017";"Conceicao_do_Mato_Dentro";"31028";0,119511060711414;0,880488939288587;0;55,9755530355707
"346";"2015_2017";"Conselheiro_Lafaiete";"31034";0,783278685089934;0,216721314910066;0;89,1639342544967
"347";"2015_2017";"Curvelo";"31025";0,185166329122422;0,814833670877578;0;59,2583164561211
"348";"2015_2017";"Diamantina";"31010";0,862912991600271;0,137087008399729;0;93,1456495800136
"349";"2015_2017";"Divinopolis";"31043";0,943933159036266;0,0560668409637339;0;97,1966579518133
"350";"2015_2017";"Formiga";"31044";0,906177633220538;0,0938223667794622;0;95,3088816610269
"351";"2015_2017";"Frutal";"31021";0,438627536171764;0,561372463828236;0;71,9313768085882
"352";"2015_2017";"Governador_Valadares";"31037";0,749624918673293;0,250375081326707;0;87,4812459336646
"353";"2015_2017";"Grao_Mogol";"31008";0,141753222836096;0,858246777163904;0;57,0876611418048
"354";"2015_2017";"Guanhaes";"31035";0,338126284446622;0,586652699531128;0,0752210160222501;55,6231618189936
"355";"2015_2017";"Ipatinga";"31039";0,94711037763526;0,0528896223647397;0;97,355518881763
"356";"2015_2017";"Itabira";"31031";0,937783818020898;0,0622161819791024;0;96,8891909010449
"357";"2015_2017";"Itaguara";"31032";0,435959619069408;0,485228930134126;0,0788114507964652;59,9762633340006
"358";"2015_2017";"Itajuba";"31056";0,800006628411264;0,199993371588735;0;90,0003314205632
"359";"2015_2017";"Ituiutaba";"31017";0,822257402943187;0,177742597056813;0;91,1128701471594
"360";"2015_2017";"Janauba";"31004";0,579445362387259;0,420554637612741;0;78,9722681193629
"361";"2015_2017";"Januaria";"31003";0,707637215629692;0,230597460321402;0,0617653240489064;76,1170621741486
"362";"2015_2017";"Juiz_de_Fora";"31065";0,406094955448843;0,586442983450465;0,0074620611006918;69,1854386073384
"363";"2015_2017";"Lavras";"31057";0,378172913205338;0,621827086794662;0;68,9086456602669
"364";"2015_2017";"Manhuacu";"31061";0,276059528438307;0,723940471561693;0;63,8029764219153
"365";"2015_2017";"Mantena";"31038";0,288332901062181;0,711667098937819;0;64,416645053109
"366";"2015_2017";"Montes_Claros";"31007";0,533985415282626;0,46004321729922;0,00597136741815396;75,8035656514082
"367";"2015_2017";"Muriae";"31063";0,604315830419076;0,395684169580924;0;80,2157915209538
"368";"2015_2017";"Nanuque";"31016";0,147563713956075;0,852436286043925;0;57,3781856978038
"369";"2015_2017";"Oliveira";"31046";0,699705256206988;0,300294743793012;0;84,9852628103494
"370";"2015_2017";"Ouro_Preto";"31033";0,617422631469631;0,0309597752875666;0,351617593242802;28,1284925870612
"371";"2015_2017";"Para_de_Minas";"31029";0,915972110196985;0,0840278898030148;0;95,7986055098493
"372";"2015_2017";"Paracatu";"31002";0,3108139683795;0,6891860316205;0;65,540698418975
"373";"2015_2017";"Passos";"31047";0,591887501430551;0,408112498569449;0;79,5943750715276
"374";"2015_2017";"Patos_de_Minas";"31020";0,692922223252241;0,307077776747759;0;84,6461111626121
"375";"2015_2017";"Patrocinio";"31019";0,627985770180709;0,372014229819291;0;81,3992885090354
"376";"2015_2017";"Pecanha";"31036";0,472289394906463;0,527710605093537;0;73,6144697453231
"377";"2015_2017";"Pedra_Azul";"31013";0,361111974681498;0,638888025318502;0;68,0555987340749
"378";"2015_2017";"Pirapora";"31006";0,182342756208416;0,817657243791584;0;59,1171378104208
"379";"2015_2017";"Piui";"31042";0,675150046168052;0,324849953831948;0;83,7575023084026
"380";"2015_2017";"Pocos_de_Caldas";"31051";0,903891713741294;0,0905997729624112;0,00550851329629509;94,3683086926204
"381";"2015_2017";"Ponte_Nova";"31060";0,62093134287219;0,37906865712781;0;81,0465671436095
"382";"2015_2017";"Pouso_Alegre";"31052";0,546570831361413;0,453429168638587;0;77,3285415680707
"383";"2015_2017";"Salinas";"31005";0,215119770921842;0,766025177499843;0,0188550515783152;57,9277308093448
"384";"2015_2017";"Santa_Rita_do_Sapucai";"31053";0,304998524941318;0,695001475058682;0;65,2499262470659
"385";"2015_2017";"Sao_Joao_Del_Rei";"31058";0,266086128072746;0,733913871927254;0;63,3043064036373
"386";"2015_2017";"Sao_Lourenco";"31054";0,341373114116565;0,658626885883435;0;67,0686557058282
"387";"2015_2017";"Sao_Sebastiao_do_Paraiso";"31048";0,613874955935333;0,386125044064667;0;80,6937477967666
"388";"2015_2017";"Sete_Lagoas";"31027";0,661813827694175;0,338186172305825;0;83,0906913847087
"389";"2015_2017";"Teofilo_Otoni";"31015";0,218995766187397;0,781004233812603;0;60,9497883093699
"390";"2015_2017";"Tres_Marias";"31024";0,230571966891587;0,769428033108413;0;61,5285983445794
"391";"2015_2017";"Uba";"31064";0,608392652907939;0,391607347092061;0;80,419632645397
"392";"2015_2017";"Uberaba";"31022";0,56880935309697;0,43119064690303;0;78,4404676548485
"393";"2015_2017";"Uberlandia";"31018";0,900529474522135;0,0994705254778648;0;95,0264737261068
"394";"2015_2017";"Unai";"31001";0,484163993638643;0,392315156742769;0,123520849618588;55,6800722391439
"395";"2015_2017";"Varginha";"31050";0,0964455680009746;0,903554431999025;0;54,8222784000487
"396";"2015_2017";"Vicosa";"31062";0,0762489341738643;0,847333561660941;0,076417504165195;42,349821083914
