"","Municipio","X0.a.4.anos","X5.a.9.anos","X10.a.14.anos","X15.a.19.anos","X20.a.24.anos","X25.a.29.anos","X30.a.34.anos","X35.a.39.anos","X40.a.44.anos","X45.a.49.anos","X50.a.54.anos","X55.a.59.anos","X60.a.64.anos","X65.a.69.anos","X70.a.74.anos","X75.a.79.anos","X80.anos.e.mais"
"1",1,0,0.0044050167830546,0,0.00238888749456433,0.00687488193977713,0.00203252032520325,0.00356372427044782,0.00245148101552419,0.00194174757281553,0.0131944994773193,0.00599024600994751,0.00481927710843374,0.00782704933778315,0.00443134189337108,0.0391304347826087,0.0109968373543318,0.033454447161119
"2",202.132301763021,0.00188911161177468,0,0.000611839664332471,0.000747513777797353,0,0.00114295194915397,0.00279057104682399,0.00363652294439648,0.00412587227400484,0.0141349119662273,0.00532241656588819,0.0117070967652526,0.00788448813961659,0.00644741474540209,0.0241613585222834,0.00759118591750631,0.0303985413955821
"3",203.772881828338,0,0,0,0.00143465227991521,0,0,0.013038973026155,0.00505032393983868,0.00978651677820709,2.84732064342391e-05,0.00843444211795026,0.00989005891489811,0.00689872686609765,0.00906435354736699,0.035194920900664,0.0122579859652534,0.0528423632783952
"4",187.37598980435,0,0,0,0,0.00412355548935848,0,0,0.00680186211400502,0.00453524649393594,0.0117409237004579,0.00610180171699317,0.0377681303721198,0.014969311037381,0.00742389985474113,3.00538132101672e-05,0.00433412409393702,0.0460313749510588
"5",163.826365606671,0,0,0.00129673689607281,0,0.00467354909956989,0.00545841968956558,0.00573757121448733,0.00148299325539884,0.0046363295919139,0,0.00597041427898749,0.0287364738674771,0.00238377149435698,0.00317577617771848,0.0072241417135348,0.00778052748365477,0.064411616037591
"6",155.398715387474,0.00405618291649579,0,0,0.00479333361377155,0.000826200965285549,0.00240857594943418,2.75562579488117e-05,0.007289868404345,0.00229975710682397,0.00806932287034538,0.0084865876174908,0.0307180950973911,0.00679100694702228,0.0125001918000742,0.0133919712191517,0.00784813277506653,0.12114793963583
"7",155.469049891903,0,0,0,0,0,0.00909863213034847,0.00853823877888385,0,0,0.00587812642865479,0.00704225352112676,6.98208155493332e-05,0.00945531296971591,0.0194174757281553,0.00530957082635583,0.0208756803675132,0.0746268656716418
"8",155.748487386594,0.0206444934107018,0,0,0,0,0.00570087369414191,0.00424787602613577,0.00349284649511678,0.0128404346626748,0.00529787964420154,0,0.0118398004680856,0.00441345616778161,0.0283766989745319,0.00507746970930731,0.00616806394299431,0.000149405386639238
"9",162.031886323905,0.00866622520170447,0,0,3.96880597399445e-06,0.0012591090498384,0.00156795953789632,0.00245023991501381,0.00350938394679694,0.0255673479845515,0.00561754763223686,0.0103347789462738,0.00797510582740608,0.010701660844059,0.0372367621453489,0.00543635593850857,0.00915132801970337,0.033812793167032
"10",181.104801997956,0,0,0,0.00111556992573139,0.00175241151346943,0.00554315051146994,0.00309979830161312,0,1.2992152336729e-05,0,0.00726230878097105,0.00245178868487692,0.00383567260888921,0.0306667321563895,0.00431906013777711,0.011138899630851,0.0282269355461037
"11",194.898652526695,0,0.000473589447217533,0,0.00137668453489277,0.00246128870158752,0.00988482614051132,0.00336699972239114,0.00538918957606365,0.00249967929247147,0.00444580126283954,0.0089856909951583,0.00470952340873724,0.00919590987916881,3.75886866272507e-05,0.00825399315965437,0.0298227042786804,0.0318074421711856
"12",204.267392383032,0,0,0,0,0.0027383939975686,0,0,0.00419231210936821,0.00817311528227665,0.00213125119567952,0.0298656031897377,0.00768853815452961,0.00443677514751538,0.011970772783159,0.0144774152709099,0.0378789341373788,0.0447936707101075
"13",229.158022204638,0,0,0,0,0,0,0,0,0.00630870363785357,0.00495049504950495,0,0.00668409843357922,0.0127388535031847,0,0.0045472244656572,0.0526315789473684,0.0186806708149363
"14",279.187466286326,0,0,0,0.00393592292228457,0,0,0,0.0138284491018553,0.00383302655492447,0,2.82979419934545e-05,0.0135931080123838,0.00847624205322736,0.00455004307471278,0.013806841002312,0.0254439572184488,0.0102908477573888
"15",364.434923540403,0.00443539121933882,0.000900188603417826,0,0.000729989805957434,0.0013004618122346,0.00152880724939131,0.00181758961943326,0.00674205229832523,0.00567077807768411,0.00644127502685096,0.00445377384206563,0.00495323925049557,0.0253235263781185,0.00893327794502216,0.0114411615408305,7.55685017697153e-05,0.0260715900896433
"16",504.146180904239,0.00270840692901269,0.000416376645122413,2.06694929085121e-06,0.000968282913736511,0.00186895159736117,0.00150301502403956,0.00271783278699107,0.00568235961903102,0.00263375122078314,0.00613121637074403,0.00795115536068713,0.00639378365266548,0.0359809768730537,0.0082730000590945,0.0152717536261317,0.0144591157389501,0.0286343557853024
"17",704.615706276876,0.00346304973204016,0,0,0,0.0117119521174653,0,0,2.41079091814763e-05,0.00353905733166766,0.01504924645415,0.00608832342509592,0.0189526223800556,0.00696576824704098,0.00367761249959905,0.00943947895768773,0.0189637501214232,0.0194262800772401
