Municipio,De 0 a 4 anos,De 5 a 9 anos,De 10 a 14 anos,De 15 a 19 anos,De 20 a 24 anos,De 25 a 29 anos,De 30 a 34 anos,De 35 a 39 anos,De 40 a 44 anos,De 45 a 49 anos,De 50 a 54 anos,De 55 a 59 anos,De 60 a 64 anos,De 65 a 69 anos,De 70 a 74 anos,De 75 a 79 anos,De 80 anos ou mais
310470,1418,1647,1640,1697,1531,1124,988,947,910,834,739,616,583,494,350,242,277
310480,470,504,521,518,460,387,350,345,339,261,224,187,179,151,117,88,79
310490,1346,1496,1633,1680,1598,1375,1306,1353,1338,1145,1008,787,625,528,440,330,297
310500,687,739,774,788,723,570,511,566,547,469,379,316,327,263,229,178,156
310510,1461,1742,1796,1898,1765,1573,1684,1836,1841,1563,1298,1104,945,831,581,409,345
310520,433,471,484,558,509,372,343,371,321,274,258,233,208,144,127,90,84
310530,401,479,493,484,448,410,402,407,369,327,249,220,171,129,91,71,65
310540,2314,2467,2538,2750,2550,2183,1909,1910,1922,1617,1193,812,621,499,423,325,269
310550,438,521,575,560,502,439,387,429,403,365,318,272,229,199,190,163,139
310560,9047,10216,10616,11023,10553,9861,9304,9573,9407,8250,6485,5217,3904,3166,2431,1811,1559
310570,500,576,600,620,611,520,438,458,485,443,397,306,281,246,230,177,167
310590,1578,1725,1699,1751,1752,1631,1485,1548,1449,1186,927,758,613,473,362,227,191
310600,925,950,906,968,968,855,721,760,714,557,416,368,308,280,211,130,103
310610,288,317,308,281,271,251,272,279,235,188,167,159,148,113,84,66,65
310620,166474,187258,191908,215361,224528,214346,188316,181436,173185,150675,122102,96744,73512,60358,44490,32372,30012
310630,2059,2309,2140,2206,2162,1911,1642,1496,1298,1098,924,667,550,462,360,267,237
310640,531,622,634,677,679,575,560,555,565,458,435,345,289,259,194,149,118
310650,1091,1449,1523,1565,1392,1058,853,768,683,556,491,389,348,304,211,133,133
310665,405,431,459,509,447,313,253,266,242,221,172,152,118,94,65,50,51
310660,526,517,476,466,439,329,276,261,241,196,178,168,161,143,85,49,53
310670,32195,36012,35235,36235,34972,31783,28168,26730,23627,19628,14022,9337,6578,5032,3520,2306,1922
310680,298,358,345,349,348,333,313,292,296,265,247,209,159,133,105,78,79
310690,979,1056,1084,1134,1108,967,888,992,1015,880,774,659,530,449,385,306,279
310700,154,208,211,243,212,178,202,228,218,177,173,157,142,112,90,53,36
310710,3192,3681,3691,3822,3424,2902,2672,2666,2709,2396,1899,1462,1184,989,755,573,566
310720,343,439,440,461,412,389,396,415,398,319,267,220,180,173,113,84,56
310730,4225,4670,4866,5172,4407,3768,3205,3135,2803,2361,1773,1463,1182,997,673,479,402
310740,3312,3800,4079,4192,3884,3432,3248,3427,3263,2657,2161,1672,1349,1166,787,590,502
310750,494,575,536,542,554,523,473,520,506,436,357,305,254,233,180,118,118
310760,264,334,325,321,294,282,282,318,287,257,193,178,137,104,75,67,56
310770,421,489,521,534,478,403,310,361,338,291,250,222,177,149,118,93,88
310780,1315,1443,1484,1582,1478,1218,1081,1037,1051,880,773,675,602,514,425,303,290
310790,888,1024,961,998,974,902,846,834,810,624,522,415,313,237,160,120,93
310800,1281,1534,1560,1597,1555,1361,1230,1220,1230,1139,921,753,602,527,412,321,286
310810,422,512,504,512,541,549,531,550,494,453,418,387,332,263,230,153,146
310820,538,611,645,626,592,489,458,441,399,341,276,248,203,156,109,99,83
310825,1000,1149,1045,1024,910,562,511,454,403,372,339,271,249,227,176,101,102
310830,1125,1196,1298,1377,1312,1162,1185,1242,1255,1107,899,724,589,531,430,320,277
310840,1191,1337,1303,1343,1307,1185,1151,1074,1080,977,819,664,512,476,383,297,253
310850,679,847,845,812,670,499,366,367,375,325,295,212,160,151,102,57,65
310870,375,467,494,463,441,340,328,337,329,265,257,221,198,175,138,100,70
310855,1376,1523,1479,1411,1280,1011,903,874,750,628,516,376,294,236,165,103,106
310860,2718,3234,3465,3432,3200,2452,2066,1917,1739,1447,1284,1154,1025,835,589,425,407
310880,384,503,486,502,458,358,338,359,327,268,256,206,237,233,169,127,139
310890,1148,1370,1365,1321,1314,1236,1104,1012,964,901,804,694,550,506,392,310,274
310900,2433,2776,2818,2838,2683,2562,2424,2485,2266,1791,1443,1179,899,740,568,424,360
310910,825,892,895,963,919,873,891,833,822,719,617,529,424,338,244,194,179
310920,841,1049,1120,1112,989,834,683,661,605,516,474,414,379,296,230,193,167
310925,357,385,381,388,368,298,267,287,253,208,179,151,153,135,118,79,51
310930,2246,2390,2334,2283,2194,1815,1524,1441,1285,1062,921,732,542,453,333,224,179
310940,2837,3019,2976,3082,2789,2253,1763,1648,1515,1269,1062,833,601,486,364,233,233
310945,613,668,626,612,556,497,492,477,384,337,283,207,169,163,120,61,39
310950,1149,1279,1298,1323,1325,1157,1091,1027,945,855,660,529,413,384,281,200,163
310960,257,296,311,338,318,308,288,280,290,247,175,186,153,118,94,75,71
310970,923,973,889,945,915,880,768,821,812,702,584,506,400,325,234,190,150
310270,857,969,913,928,841,664,565,550,507,430,384,334,284,255,187,127,124
310980,201,201,227,226,206,206,178,189,178,133,112,82,73,83,67,50,39
310990,720,829,926,947,837,672,694,765,737,614,466,352,282,245,194,146,115
311000,3211,3412,3346,3695,3675,3349,2830,2845,2824,2356,1918,1561,1281,1070,770,560,511
311010,420,466,453,450,424,353,367,337,315,283,215,161,151,116,105,70,62
311020,332,382,382,403,415,344,283,269,271,269,199,162,144,131,100,65,65
311030,947,1007,1045,1097,1058,969,980,1079,1041,895,777,678,548,445,361,288,246
311040,242,293,301,337,332,295,244,245,227,207,171,157,119,93,73,54,43
311050,1712,1911,1950,1961,1982,1805,1660,1666,1479,1265,1023,868,626,517,361,252,214
311060,1779,2017,2066,2229,2185,2020,1915,1910,1816,1608,1372,1143,903,793,582,452,356
311070,980,1162,1156,1152,1016,915,870,876,918,848,695,571,442,409,339,281,218
311080,291,395,377,355,325,268,273,238,209,176,141,129,110,98,74,50,55
311090,1229,1429,1410,1410,1272,1109,1039,1068,1076,941,777,564,467,424,324,259,246
311100,1595,1892,1830,1783,1767,1680,1652,1626,1522,1341,1165,910,700,554,449,329,279
311110,1403,1552,1624,1797,1660,1453,1417,1495,1462,1224,1031,885,771,655,485,358,360
311115,345,409,400,378,338,254,209,195,199,186,189,148,120,131,94,62,49
311120,3840,4099,4100,4566,4563,4150,3781,3617,3643,3473,2884,2299,1779,1515,1281,946,863
311130,932,1029,1080,1062,1031,926,847,860,818,809,611,437,372,305,263,169,159
311140,582,621,612,543,570,514,441,455,397,344,277,225,176,178,110,69,62
311150,1282,1305,1321,1424,1294,1148,1024,976,873,763,637,474,387,304,235,172,142
311160,2339,2717,2605,2588,2490,2332,2133,2025,1816,1599,1267,1040,853,633,512,361,324
311190,420,449,474,529,516,456,403,367,395,384,336,257,212,182,162,119,94
311170,338,402,450,499,455,379,324,330,316,286,247,190,162,163,120,82,77
311180,912,951,1026,1114,1023,957,877,897,780,624,525,414,352,272,216,150,126
311200,964,1144,1203,1314,1227,1172,1114,1131,1060,1006,856,667,543,473,418,304,251
311205,402,424,461,470,390,298,235,221,208,195,188,142,121,110,97,68,63
311210,497,573,532,549,509,442,404,376,309,264,218,157,109,99,72,58,43
311220,352,409,385,413,403,385,368,408,362,293,265,207,186,166,163,124,87
311230,3438,4019,3868,3932,3450,2676,2188,2038,1837,1557,1201,923,786,627,420,292,276
311240,634,669,672,684,650,586,504,501,447,454,411,337,264,229,166,126,97
311250,676,814,813,824,776,708,572,635,628,499,402,291,246,220,178,137,121
311260,1274,1227,1301,1373,1285,1213,1168,1206,1089,865,720,633,558,453,328,224,227
311265,459,399,450,460,436,321,281,282,298,250,226,203,175,156,126,102,71
311270,1433,1697,1687,1582,1336,1022,901,876,779,637,484,398,346,297,160,140,147
311280,599,662,644,656,689,683,659,632,622,557,461,354,240,230,179,129,124
311290,892,942,863,901,859,736,647,603,554,475,388,301,276,234,178,141,134
311300,2446,2544,2463,2545,2179,1505,1234,1196,1098,1003,870,705,650,579,445,343,288
311310,259,320,319,334,313,270,259,243,251,194,171,129,115,111,80,50,47
311320,1770,2025,2150,2120,2000,1798,1685,1775,1686,1470,1109,891,654,507,414,287,268
311330,2489,2856,2843,2909,2753,2498,2278,2376,2310,2092,1823,1416,1120,985,772,644,646
311340,7015,7569,7526,8014,7867,7011,6119,5881,5433,4736,3952,3060,2560,2247,1681,1256,1121
311350,779,984,1032,1026,906,664,578,607,567,446,371,324,279,253,172,133,132
311360,536,545,513,528,546,497,480,442,418,385,316,253,205,183,133,108,82
311370,1710,1977,2109,2159,1996,1637,1458,1428,1335,1229,1025,882,751,640,493,370,375
311380,218,252,213,234,204,188,169,152,154,113,122,87,86,67,46,43,43
311390,1126,1257,1211,1143,1064,909,865,834,820,683,557,416,324,283,201,153,124
311400,784,954,923,921,947,875,797,820,755,658,553,456,390,351,261,232,204
311410,1253,1405,1316,1293,1266,1093,978,930,855,742,600,459,352,286,242,170,155
311420,1582,1816,1685,1714,1687,1605,1494,1485,1310,1067,851,749,560,472,334,251,228
311430,2294,2609,2651,2646,2664,2452,2363,2394,2210,1911,1544,1235,1001,808,619,434,412
311440,1633,1752,1797,1878,1861,1682,1509,1531,1468,1263,1037,825,662,553,415,335,299
311450,1225,1464,1474,1502,1433,1306,1216,1229,1087,912,725,625,490,461,359,227,210
311455,711,767,791,900,866,753,707,681,643,565,508,414,317,256,206,160,129
311460,322,358,366,373,341,261,255,271,306,259,212,174,152,130,91,67,65
311470,260,292,241,262,250,222,226,253,229,235,175,156,117,106,96,82,75
311480,280,385,433,420,383,319,332,374,376,310,261,228,184,162,127,102,79
311490,164,199,196,201,208,202,195,167,145,120,101,117,87,73,49,42,39
311500,234,224,230,220,225,230,230,209,204,152,130,140,124,105,62,42,30
311510,1381,1555,1589,1572,1523,1350,1264,1220,1216,1166,1016,783,635,511,396,278,272
311530,4826,5418,5689,6036,5838,5285,4908,5239,5237,4567,3667,3003,2442,2036,1605,1227,1117
311535,414,475,433,437,423,423,355,353,310,251,191,162,122,98,78,54,43
311540,269,339,361,366,347,285,236,217,189,189,145,133,115,84,68,51,50
311545,768,838,860,843,715,552,421,379,344,317,272,213,189,172,128,96,93
311547,483,590,623,619,530,380,343,369,321,250,215,167,159,128,73,47,48
311550,1707,1827,1949,2009,1972,1715,1600,1628,1583,1469,1170,1003,793,653,542,418,384
311560,93,109,115,103,105,92,87,83,91,88,69,63,52,59,33,21,17
311570,518,570,570,605,625,532,473,458,459,400,332,295,276,250,193,127,117
311580,821,841,903,978,859,876,809,791,761,624,528,436,382,325,252,171,122
311590,176,255,247,206,194,172,191,196,206,156,136,122,106,88,80,54,37
311600,470,561,520,572,561,447,404,398,359,331,281,211,165,156,136,115,94
311610,1553,1911,1970,1945,1636,1221,941,810,742,625,566,456,375,330,210,137,119
311615,1031,1116,1175,1155,969,629,485,460,446,376,323,260,206,177,121,87,89
311620,236,239,260,243,231,219,199,225,209,175,162,153,115,91,77,60,48
311630,470,625,674,672,614,493,424,459,448,341,254,256,239,205,176,128,104
311640,390,391,422,439,410,324,289,295,299,301,249,212,157,136,76,48,40
311650,644,761,858,853,788,667,581,564,487,421,365,306,289,229,166,107,92
311660,2073,2267,2328,2395,2296,2193,1923,1790,1685,1369,1091,842,669,562,437,340,302
311670,522,599,564,596,593,548,499,536,492,418,347,297,220,211,202,159,117
311680,886,1032,1053,1035,909,771,610,549,467,412,386,311,304,252,189,130,119
311690,274,229,254,300,281,223,199,251,249,164,140,112,89,72,59,40,31
311700,830,968,999,1012,910,683,573,545,525,474,448,401,352,283,229,164,133
311710,836,781,827,919,863,784,709,693,686,611,511,397,320,275,232,195,154
311520,291,371,367,376,372,357,314,319,264,223,185,175,138,119,97,62,49
311730,1950,1933,1922,2014,1851,1720,1595,1562,1399,1119,900,705,515,435,325,214,165
311720,198,234,231,269,252,220,233,221,191,164,137,107,91,79,65,53,46
311740,365,346,360,398,395,331,339,324,300,255,231,192,195,180,119,97,85
311750,1730,2030,2016,1966,1688,1278,1110,1102,1063,925,805,658,615,570,446,336,370
311760,408,430,441,474,467,396,363,361,343,277,254,221,172,164,119,98,85
311770,1159,1280,1197,1185,1143,958,891,904,871,722,604,508,437,357,266,185,200
311780,856,923,896,908,873,783,754,738,693,595,466,388,289,224,177,133,123
311783,621,779,791,785,708,503,384,372,342,317,294,275,225,191,138,101,91
311787,426,555,552,494,500,511,466,435,387,338,238,176,153,131,80,49,68
311790,702,783,785,835,868,787,789,797,742,632,517,421,337,274,199,140,136
311800,3775,4146,4422,4564,4347,3723,3345,3513,3445,2929,2137,1572,1172,951,728,471,373
311810,444,556,560,517,476,386,294,271,255,213,223,197,177,166,123,81,89
311820,490,524,596,593,567,512,453,462,460,407,352,274,220,171,138,125,94
311830,8654,9308,9948,10770,10558,9068,8000,8413,8484,7580,5904,4489,3277,2572,1962,1387,1226
311840,1945,2094,2089,2106,1961,1720,1587,1473,1416,1261,1102,938,793,675,532,414,353
311850,132,154,150,145,143,114,123,134,118,107,85,92,78,67,50,31,27
311860,46806,51756,52203,56387,57312,54470,48203,45809,41548,35400,27431,20279,14551,10991,7425,4705,3900
311870,755,928,909,919,834,711,679,653,678,612,508,380,308,289,206,154,151
311880,2502,2773,2880,3009,2661,1959,1651,1688,1534,1252,1079,905,799,652,466,330,307
311890,626,746,820,869,828,691,610,623,570,512,431,366,316,255,201,151,165
311900,316,331,331,331,294,249,255,244,225,206,179,145,114,95,62,45,48
311910,2109,2319,2288,2356,2265,1865,1646,1666,1709,1492,1204,957,813,709,576,435,385
311920,826,1125,1104,1075,1018,857,682,664,609,538,467,388,408,369,295,211,156
311930,2122,2419,2427,2487,2410,2228,2260,2302,2102,1799,1512,1180,971,728,513,366,283
311940,8620,9312,9199,10032,9828,8841,7810,7709,7401,6351,4873,3581,2838,2406,1689,1179,909
311950,803,958,989,1022,972,679,572,547,556,472,389,296,283,276,209,144,163
311960,204,241,254,263,248,238,214,232,227,205,156,128,112,94,83,60,45
311970,265,258,287,269,294,293,245,253,254,197,160,151,123,110,70,47,35
311980,237,274,277,288,292,262,256,261,272,229,224,195,186,139,102,77,51
311990,241,271,286,317,297,262,242,283,277,260,236,237,193,156,126,103,79
311995,393,462,480,507,548,483,446,452,405,325,269,214,188,159,107,72,73
312000,306,297,322,349,325,253,205,215,231,214,180,146,111,114,95,65,49
312010,372,452,473,437,383,311,287,275,243,218,162,143,121,103,85,57,67
312015,558,664,647,649,532,398,353,335,294,232,222,212,207,193,121,81,72
312020,872,873,848,1001,1001,850,759,736,688,630,547,441,398,331,242,175,175
312030,662,813,769,728,582,414,335,296,257,214,185,148,112,98,81,53,45
312040,434,471,466,452,476,457,356,369,337,280,252,197,158,139,89,55,75
312050,801,931,950,990,918,829,790,795,748,587,499,447,379,309,241,167,128
312060,346,372,360,404,404,383,375,358,338,277,241,207,164,157,126,108,89
312070,367,374,374,364,313,308,314,302,262,210,173,139,112,99,82,62,49
312080,1075,1391,1401,1313,1162,1011,1047,1125,1034,906,722,606,491,447,343,207,182
312083,432,441,425,461,431,345,336,310,282,253,211,167,146,121,98,80,73
312087,686,778,733,715,642,484,419,386,346,326,261,209,181,151,97,66,71
312090,5830,6714,6974,7103,6557,5658,5280,5430,5018,4063,3284,2686,2205,1862,1462,1037,1028
312100,472,558,608,564,466,386,347,352,323,261,197,159,146,128,112,70,85
312110,652,783,720,731,711,609,627,658,607,501,395,307,248,212,188,140,93
312120,540,627,624,589,594,518,527,493,481,414,371,282,245,198,145,108,88
312125,763,638,658,712,683,638,532,441,381,309,249,197,148,105,70,47,38
312130,343,400,402,440,415,330,326,330,332,299,268,191,174,160,139,107,89
312140,478,552,588,624,604,494,472,513,506,442,390,330,310,296,200,140,112
312150,216,257,276,286,268,236,230,234,232,205,170,147,122,98,87,69,57
312160,3747,4668,5044,5226,4587,3673,3074,3149,2960,2324,1794,1467,1237,1083,832,588,560
312170,307,401,382,366,310,282,253,253,227,231,186,157,150,145,128,116,108
312180,720,879,891,964,932,746,669,686,613,533,443,413,340,298,243,199,163
312190,290,284,329,329,283,244,219,214,242,207,154,109,91,104,94,66,50
312200,1764,1864,1824,1856,1738,1496,1344,1350,1253,1086,896,663,570,502,390,306,267
312210,436,436,455,472,454,372,349,357,318,276,241,220,190,157,140,105,85
312220,630,767,803,756,621,469,398,425,421,334,284,210,199,187,142,113,97
312230,14796,16499,17492,19105,18483,17646,15827,16072,15796,13207,10281,7960,5861,4822,3462,2444,2058
312235,594,619,632,614,531,433,364,348,301,228,200,169,125,103,59,48,60
312240,527,557,549,559,490,435,387,377,376,320,267,224,194,167,141,106,92
312245,688,764,826,901,781,612,528,518,445,377,326,273,230,196,126,104,110
312247,331,420,433,406,368,308,289,282,272,225,192,140,123,90,64,46,42
312250,414,478,485,500,465,411,362,362,350,314,294,251,221,198,155,116,94
312260,406,474,478,464,392,324,284,281,274,251,226,193,180,152,126,110,111
312270,337,411,425,450,433,376,377,406,390,328,265,263,227,225,165,125,126
312280,219,258,258,266,257,244,226,243,230,190,160,140,109,108,80,54,41
312290,439,544,536,508,496,463,437,450,446,353,258,210,178,157,137,97,75
312300,671,747,786,720,741,696,709,784,728,594,470,406,303,225,171,123,111
312310,437,547,527,532,487,380,351,378,348,267,244,197,205,200,147,82,97
312320,981,1201,1200,1109,1151,1043,1016,1094,1051,859,796,695,618,569,440,307,290
312330,317,459,465,444,413,335,309,334,317,283,247,205,190,144,114,84,86
312340,114,106,123,111,122,114,114,104,104,100,86,74,46,33,28,25,19
312350,135,131,157,166,143,143,140,153,129,100,116,106,80,56,47,24,25
312352,711,823,767,806,734,578,494,462,439,374,297,220,181,180,119,92,82
312360,2081,2168,2162,2147,2114,1908,1746,1735,1734,1530,1234,986,781,599,451,319,290
312370,899,1074,961,976,919,771,674,677,612,514,419,367,308,280,231,168,147
312380,663,749,769,777,701,599,464,471,449,396,300,268,206,179,116,87,66
312385,406,480,477,504,491,426,348,333,349,265,258,196,183,185,128,99,96
312390,1041,1206,1224,1252,1299,1147,1048,1043,926,808,702,607,507,378,314,224,214
312400,1455,1585,1756,1904,1741,1452,1278,1170,1153,983,830,612,516,482,374,284,262
312410,5311,6247,5665,5209,4730,4460,4238,4059,3649,2917,2227,1611,1321,1027,769,498,439
312420,1904,2144,2037,2156,2121,1751,1596,1572,1459,1350,1072,774,642,519,415,310,265
312430,2846,3167,3537,3689,3327,2372,1995,1951,1800,1554,1279,1063,917,753,567,453,463
312440,307,366,344,347,360,315,349,362,320,281,253,214,178,135,111,81,58
312450,766,870,935,1011,941,860,845,857,788,685,550,472,391,320,231,169,133
312460,195,213,259,239,212,191,178,189,184,163,137,121,96,87,64,55,54
312470,251,292,286,315,301,258,271,269,265,219,214,183,160,138,101,59,57
312480,569,641,659,682,635,574,534,580,554,436,356,287,238,213,155,110,80
312490,771,808,834,981,932,822,733,731,701,641,565,448,365,323,273,227,195
312500,318,369,355,350,325,297,297,302,271,215,168,135,113,86,72,50,34
312510,1917,2083,2158,2408,2237,2040,1809,1742,1607,1481,1113,985,798,641,446,355,265
312520,156,175,202,195,184,172,172,191,181,160,152,112,94,88,67,60,43
312530,309,330,343,300,280,261,242,245,228,216,185,142,114,124,100,78,81
312540,497,643,621,578,518,372,333,383,326,238,211,200,174,174,149,86,76
312560,605,731,719,666,598,475,402,433,360,295,275,292,244,222,150,99,115
312570,1135,1301,1322,1317,1214,1093,962,967,932,803,670,528,429,366,278,208,177
312580,215,274,284,275,238,197,177,185,193,154,135,108,111,102,92,57,44
312590,941,1121,1076,1092,1009,868,790,808,784,594,538,462,453,449,367,269,278
312595,1002,1047,1033,1019,999,846,724,689,600,546,436,352,282,235,174,118,106
312600,425,564,614,572,509,497,465,474,458,371,288,269,227,167,138,93,93
312610,4396,5169,5492,5954,5783,5195,4820,5217,5014,4297,3537,2846,2311,1919,1411,1057,943
312620,758,810,893,859,745,535,455,453,440,359,292,244,180,173,122,68,64
312630,327,355,358,369,328,302,295,301,299,266,194,179,140,107,69,58,56
312640,218,242,257,251,236,224,192,190,176,135,121,99,91,73,49,29,35
312650,714,1001,1149,1286,1122,830,629,605,588,511,459,384,356,296,220,181,179
312660,470,518,509,511,455,370,309,282,277,238,211,164,107,111,92,69,72
312670,2272,2577,2666,2662,2431,1862,1645,1648,1425,1198,1070,892,767,595,420,278,318
312675,592,725,712,697,581,446,380,352,329,303,281,194,189,169,145,83,95
312680,603,634,658,645,576,405,365,359,358,264,247,211,193,184,142,109,110
312690,818,915,922,837,802,715,642,606,512,416,340,284,284,232,168,105,112
312695,302,342,357,386,344,282,209,187,157,152,150,95,107,102,73,45,37
312700,1122,983,1090,1159,1114,976,845,838,755,668,555,481,334,258,179,138,104
312705,437,494,492,510,508,357,287,281,263,226,225,213,187,175,115,75,65
312707,776,790,735,737,653,426,304,307,288,299,291,235,213,196,116,83,83
312710,4019,4038,4478,4838,4586,4158,3813,3952,3667,3211,2575,2108,1682,1352,1028,719,646
312720,333,362,344,371,339,296,240,274,234,190,136,128,120,97,66,51,45
312730,615,733,664,627,648,597,505,490,438,401,377,305,269,199,150,128,119
312733,490,556,623,619,535,396,327,328,316,275,228,187,144,114,76,56,51
312735,250,275,269,306,287,236,210,188,173,146,141,122,108,86,55,31,38
312737,258,254,287,276,250,225,210,193,199,172,144,117,90,97,67,51,46
312738,268,286,300,298,274,256,219,272,269,220,192,164,140,114,111,92,81
312740,315,392,341,376,326,334,316,342,312,263,214,220,180,120,89,66,55
312750,558,686,673,649,588,413,345,341,334,297,251,197,174,143,119,93,78
312760,904,1133,1276,1355,1161,912,789,831,735,668,535,439,328,287,231,185,177
312770,22247,24198,23801,25258,25099,22312,19410,19207,17555,14707,12030,9588,7669,6483,4809,3213,2890
312780,1412,1795,1789,1689,1501,1144,951,902,798,645,583,456,374,301,226,174,180
312790,110,103,111,124,125,101,108,105,103,85,72,61,65,50,34,25,23
312800,2415,3174,3189,3085,2830,2428,2026,2048,1868,1613,1335,1059,892,732,568,410,401
312810,1113,1311,1257,1291,1257,1132,1087,1068,996,869,698,541,429,361,270,207,156
312820,750,860,870,1077,1005,819,694,685,680,644,500,427,385,356,290,231,200
312825,415,442,474,546,478,360,306,324,294,246,213,173,148,107,75,47,39
312830,1428,1774,1797,1820,1683,1499,1400,1365,1325,1179,941,748,597,510,398,330,290
312840,651,743,782,802,716,595,624,679,659,530,434,375,310,275,232,199,179
312850,321,373,375,360,378,311,277,310,290,257,223,175,129,122,97,75,74
312860,599,652,687,641,580,530,585,580,467,363,279,247,189,157,92,62,51
312870,3615,4119,4374,4610,4388,3863,3632,3627,3594,3239,2612,2083,1606,1307,1022,811,715
312880,551,652,698,641,626,583,518,555,534,469,365,311,252,232,215,181,140
312890,566,636,636,622,585,536,513,532,483,415,355,296,257,187,126,102,96
312900,641,724,746,803,785,673,608,652,678,609,500,440,362,324,277,200,182
312910,490,543,503,500,509,520,510,513,469,420,391,343,314,264,184,116,95
312920,487,525,533,557,505,449,408,440,426,392,328,262,206,158,134,104,88
312930,824,1020,963,961,918,789,740,726,614,529,491,403,352,305,255,174,153
312940,422,465,484,470,443,443,416,403,343,283,239,226,193,129,106,75,66
