Municipio,De 0 a 4 anos,De 5 a 9 anos,De 10 a 14 anos,De 15 a 19 anos,De 20 a 24 anos,De 25 a 29 anos,De 30 a 34 anos,De 35 a 39 anos,De 40 a 44 anos,De 45 a 49 anos,De 50 a 54 anos,De 55 a 59 anos,De 60 a 64 anos,De 65 a 69 anos,De 70 a 74 anos,De 75 a 79 anos,De 80 anos ou mais
310460,889,960,1081,1140,1133,1034,940,1008,909,851,675,580,497,391,315,246,239
310470,1258,1526,1516,1556,1486,1114,987,930,912,846,772,637,586,514,376,240,301
310480,440,475,498,501,452,387,353,337,347,279,237,190,182,155,123,87,90
310490,1274,1432,1586,1639,1600,1406,1307,1322,1361,1212,1076,858,670,546,451,340,335
310500,644,693,735,750,716,585,502,548,561,506,412,325,333,269,232,179,172
310510,1350,1666,1776,1864,1810,1581,1642,1781,1889,1667,1384,1162,968,860,630,431,386
310520,401,453,444,503,510,376,336,368,338,286,267,236,222,151,129,95,92
310530,373,456,493,489,458,419,403,412,377,347,270,231,187,140,99,70,72
310540,2253,2420,2552,2725,2666,2359,2031,1928,1970,1767,1368,935,688,517,446,335,313
310550,400,474,545,542,486,438,371,417,404,381,331,288,240,199,185,162,155
310560,8565,9841,10583,10937,10679,10134,9449,9500,9607,8801,7105,5700,4240,3340,2558,1859,1780
310570,446,513,546,547,560,504,423,433,474,449,421,323,290,239,230,180,186
310590,1486,1690,1695,1685,1736,1659,1486,1534,1496,1288,1004,810,657,496,393,241,219
310600,874,928,899,911,940,877,721,737,731,611,454,383,320,282,231,139,120
310610,266,306,307,277,266,238,264,279,252,202,170,158,153,120,87,67,71
310620,155196,180934,188560,205424,222470,221963,194621,180106,174777,158266,131032,105038,79011,63729,47516,33816,34584
310630,1971,2287,2218,2181,2190,2014,1742,1578,1383,1184,1018,749,594,487,380,286,269
310640,493,594,618,644,667,581,559,541,584,488,455,374,305,266,200,154,133
310650,967,1343,1449,1487,1387,1082,874,777,727,584,526,411,352,312,232,136,148
310665,390,419,432,488,464,342,263,272,247,240,188,163,129,102,73,49,60
310660,492,497,466,442,435,342,287,265,253,210,182,175,157,155,99,52,61
310670,30867,35523,36066,36223,35968,33821,29915,27703,24943,21466,16117,10889,7375,5493,3935,2487,2272
310680,260,329,329,329,321,317,303,287,297,266,252,221,167,135,107,75,86
310690,933,1018,1085,1108,1108,1021,878,959,1023,929,820,706,568,462,394,312,314
310700,135,197,199,232,214,168,189,214,223,185,176,159,148,116,97,55,44
310710,2945,3521,3615,3738,3462,2975,2691,2616,2720,2525,2090,1605,1256,1041,795,578,644
310720,305,415,432,451,405,380,394,403,415,344,284,240,179,180,119,89,68
310730,3997,4531,4701,5095,4533,3928,3320,3173,2925,2562,1938,1589,1239,1061,731,499,463
310740,3153,3686,4059,4166,4006,3565,3301,3418,3413,2885,2382,1837,1428,1251,853,621,570
310750,450,553,535,517,523,518,460,511,511,462,380,326,260,237,195,124,124
310760,240,327,330,323,296,288,279,317,296,277,209,188,150,113,79,64,65
310770,400,475,510,539,490,440,326,355,358,308,267,239,189,157,125,93,100
310780,1222,1360,1399,1478,1431,1218,1098,1022,1076,938,810,708,625,514,446,306,316
310790,809,974,950,956,958,897,854,817,832,665,558,441,337,254,170,119,104
310800,1164,1460,1517,1524,1521,1369,1261,1217,1229,1205,996,814,636,545,432,325,326
310810,383,488,500,489,502,531,522,560,518,471,428,404,351,270,244,157,159
310820,491,555,610,579,574,475,449,444,403,366,288,258,218,171,114,98,96
310825,957,1155,1077,1026,975,621,543,478,436,393,365,297,258,235,198,115,114
310830,1103,1178,1300,1372,1370,1220,1198,1245,1284,1191,988,793,630,554,458,342,315
310840,1096,1262,1286,1278,1281,1182,1160,1063,1082,1010,873,725,537,484,390,304,281
310850,611,796,808,788,676,520,378,359,374,336,309,236,166,152,111,62,68
310870,334,432,459,437,425,330,322,332,345,277,264,232,203,175,143,103,85
310855,1336,1522,1524,1437,1347,1095,950,917,804,674,569,420,311,253,180,109,114
310860,2533,3027,3363,3315,3219,2562,2153,1950,1844,1540,1336,1196,1066,884,647,434,465
310880,333,483,468,478,453,359,334,355,340,278,270,205,224,231,178,127,151
310890,1042,1276,1336,1270,1255,1210,1127,1032,966,931,837,745,576,516,404,312,308
310900,2353,2753,2911,2884,2786,2682,2528,2558,2447,2010,1613,1325,1001,797,602,452,412
310910,771,846,867,914,908,843,889,830,828,761,647,564,453,360,264,188,200
310920,765,971,1071,1087,1001,855,712,668,628,542,492,426,393,311,238,187,186
310925,336,367,369,373,363,303,265,288,265,225,189,157,152,136,123,89,60
310930,2156,2356,2354,2232,2189,1899,1612,1477,1353,1127,970,805,588,474,361,235,207
310940,2669,2928,2887,2969,2800,2370,1863,1676,1560,1335,1136,909,642,507,387,240,251
310945,579,656,631,609,547,497,497,494,412,353,307,230,177,165,129,73,46
310950,1057,1210,1261,1266,1338,1172,1107,1032,958,893,720,565,426,388,294,209,182
310960,236,278,297,321,313,300,294,270,288,267,185,189,161,125,98,76,76
310970,866,950,887,910,888,889,776,803,827,748,618,541,430,348,251,192,173
310270,794,947,892,901,837,684,588,558,534,456,409,353,300,266,205,132,138
310980,199,196,227,221,206,207,180,189,187,146,123,88,73,80,66,53,46
310990,692,780,917,958,886,713,693,756,775,681,536,401,313,258,209,154,135
311000,3078,3371,3350,3565,3659,3506,2952,2831,2907,2552,2089,1699,1364,1132,840,578,575
311010,403,458,463,450,445,360,374,352,323,306,234,174,154,115,109,75,67
311020,303,358,365,381,402,350,291,262,262,281,221,175,145,137,106,67,75
311030,909,974,1026,1076,1051,975,961,1062,1070,958,825,729,592,468,375,287,277
311040,212,275,276,318,318,291,244,242,226,212,177,163,126,96,74,55,47
311050,1601,1826,1940,1899,1928,1835,1660,1657,1507,1331,1084,934,685,545,395,260,243
311060,1692,1967,2077,2186,2225,2106,1963,1946,1878,1712,1483,1251,977,837,629,469,415
311070,893,1104,1146,1143,1020,922,869,846,907,877,743,618,468,409,337,292,249
311080,258,387,382,351,323,262,272,247,222,190,153,137,112,103,82,49,58
311090,1144,1391,1415,1405,1308,1145,1053,1055,1098,988,859,631,488,441,333,261,274
311100,1453,1804,1833,1736,1726,1654,1640,1614,1542,1392,1229,985,758,581,468,337,319
311110,1311,1472,1541,1720,1647,1461,1418,1469,1509,1320,1113,927,799,685,510,359,388
311115,317,389,396,367,336,264,221,201,204,188,197,163,121,132,101,66,60
311120,3622,3988,4025,4332,4519,4224,3900,3619,3623,3593,3093,2521,1909,1554,1335,962,978
311130,871,972,1055,1021,1002,930,844,854,811,835,689,481,400,310,277,179,171
311140,575,626,657,554,590,565,470,477,414,378,301,240,183,180,122,76,67
311150,1231,1288,1303,1392,1314,1205,1057,1006,905,798,688,525,407,317,251,172,160
311160,2148,2622,2590,2513,2415,2333,2165,2066,1872,1706,1378,1122,923,679,538,374,362
311190,390,438,446,503,507,463,411,366,380,389,359,281,226,183,163,123,104
311170,310,368,414,469,455,391,330,329,322,294,265,204,164,164,127,87,88
311180,872,899,1007,1088,1053,993,891,892,809,668,558,441,370,284,223,152,147
311200,877,1086,1164,1264,1219,1181,1110,1125,1071,1032,916,731,575,475,426,313,288
311205,391,403,438,467,410,314,253,230,214,199,198,155,129,111,102,74,70
311210,452,566,537,527,515,451,408,384,326,271,237,176,115,101,72,61,46
311220,319,395,373,392,386,378,351,393,381,312,279,222,191,162,160,128,105
311230,3212,3906,3863,3876,3582,2864,2333,2119,1914,1676,1318,1004,819,670,462,299,309
311240,586,635,658,658,629,603,505,497,442,444,418,355,276,233,174,128,113
311250,627,794,817,819,781,751,596,618,645,543,446,329,256,231,188,136,147
311260,1247,1197,1273,1348,1295,1222,1172,1197,1137,930,759,655,572,473,353,223,247
311265,476,392,442,439,451,340,298,284,311,272,238,217,179,161,125,105,82
311270,1330,1643,1681,1590,1385,1073,926,886,820,686,532,420,351,321,183,135,159
311280,562,646,651,635,668,682,662,639,624,590,490,398,263,230,184,135,139
311290,831,921,845,860,848,743,662,609,572,506,421,321,285,245,188,139,154
311300,2335,2508,2396,2447,2243,1601,1277,1212,1142,1049,927,764,665,602,476,368,322
311310,233,301,310,309,303,263,256,237,257,208,182,142,114,113,87,55,52
311320,1672,1951,2142,2105,2026,1851,1702,1762,1732,1591,1220,983,725,534,441,296,301
311330,2294,2726,2809,2830,2728,2553,2282,2332,2321,2168,1936,1538,1189,1005,789,628,711
311340,6684,7450,7491,7748,7882,7263,6349,5987,5628,4998,4263,3352,2661,2329,1783,1294,1256
311350,711,923,988,1012,920,701,592,605,600,489,391,340,282,260,184,131,147
311360,512,547,520,512,536,501,486,451,427,399,341,275,215,191,137,115,94
311370,1560,1817,1992,2032,1970,1640,1450,1409,1334,1259,1063,912,768,657,513,367,417
311380,203,253,213,228,204,188,175,155,162,122,128,96,89,74,49,40,48
311390,1041,1200,1200,1121,1066,919,864,820,835,724,602,459,344,294,211,160,140
311400,717,937,936,896,926,892,806,822,786,696,590,483,401,364,264,229,226
311410,1174,1360,1341,1265,1271,1130,1005,945,881,794,656,511,382,297,253,178,174
311420,1491,1787,1743,1717,1698,1650,1532,1525,1390,1182,926,810,609,504,360,250,260
311430,2120,2468,2620,2546,2600,2439,2336,2379,2250,2024,1664,1331,1063,852,656,451,460
311440,1542,1671,1756,1808,1821,1713,1543,1525,1490,1354,1113,894,704,577,436,333,330
311450,1152,1449,1503,1495,1481,1363,1251,1269,1160,1001,802,678,524,466,391,248,229
311455,675,751,766,861,872,776,731,695,661,587,532,441,343,264,210,159,149
311460,299,339,355,362,343,267,257,256,307,276,228,190,157,134,100,68,71
311470,240,294,250,255,251,227,220,250,231,247,187,172,127,108,96,82,85
311480,247,346,426,410,383,315,320,353,386,334,273,244,190,165,127,108,86
311490,149,191,193,193,199,200,198,173,153,130,99,117,91,76,53,39,44
311500,227,211,235,212,215,222,236,211,216,171,138,143,127,118,68,49,35
311510,1284,1491,1551,1532,1500,1355,1269,1211,1202,1184,1082,849,682,531,422,281,303
311530,4562,5206,5614,5899,5910,5463,4975,5167,5323,4892,3987,3251,2594,2138,1689,1261,1266
311535,384,473,446,434,416,430,376,362,330,274,212,174,133,102,83,57,50
311540,248,320,354,358,348,299,245,227,194,198,154,139,123,90,71,49,57
311545,712,792,813,795,702,565,435,384,352,325,287,222,188,170,131,94,99
311547,435,540,581,595,531,388,339,368,341,271,232,178,163,140,86,51,52
311550,1601,1715,1881,1908,1917,1728,1581,1593,1565,1533,1250,1080,847,688,561,426,432
311560,82,100,115,97,102,91,85,85,85,90,71,68,50,61,40,22,19
311570,491,560,560,572,609,535,487,459,471,431,355,310,277,255,204,130,129
311580,787,798,883,951,844,862,807,769,772,651,560,457,397,337,266,185,144
311590,153,245,256,212,199,173,192,193,222,178,152,134,114,92,87,59,42
311600,419,534,503,539,563,459,410,400,361,347,301,240,173,158,135,120,107
311610,1417,1815,1894,1892,1676,1282,985,831,776,650,587,488,383,341,228,141,132
311615,1048,1139,1224,1204,1093,752,555,497,478,410,354,299,221,197,136,90,100
311620,223,230,259,227,228,213,191,215,211,184,162,157,121,95,75,60,52
311630,422,582,657,659,634,513,432,449,463,385,269,258,247,208,181,136,118
311640,381,380,415,426,415,343,295,296,291,310,262,229,164,145,85,51,44
311650,597,692,805,813,774,661,578,572,506,441,385,316,297,241,184,116,105
311660,1981,2219,2334,2375,2328,2293,2031,1829,1759,1480,1190,927,711,583,456,346,334
311670,488,598,573,580,581,564,504,529,511,450,371,322,237,207,197,162,142
311680,812,969,1010,995,899,779,633,563,492,418,408,322,306,264,201,132,130
311690,275,222,240,285,287,243,193,235,253,184,150,117,94,73,61,41,36
311700,744,885,908,927,867,673,568,525,526,471,444,399,356,290,231,170,152
311710,824,773,795,889,862,796,726,687,696,632,545,429,337,277,227,198,175
311520,258,352,358,365,360,355,312,321,279,241,191,181,145,119,102,67,54
311730,1968,1979,2010,2071,2018,1893,1695,1624,1488,1224,979,779,548,446,338,228,182
311720,179,224,221,251,255,218,228,224,202,174,149,119,95,82,66,54,54
311740,356,339,341,375,389,330,340,330,317,269,247,197,188,186,126,98,94
311750,1579,1918,1939,1922,1706,1316,1131,1092,1086,963,848,689,610,565,453,321,398
311760,391,419,430,449,467,407,372,362,361,296,267,240,182,174,124,102,95
311770,1078,1249,1207,1149,1148,981,895,892,897,766,652,540,458,379,292,191,210
311780,829,904,914,914,893,807,769,757,725,640,511,422,319,237,188,134,133
311783,577,762,781,768,723,538,404,389,354,332,305,287,243,204,148,107,109
311787,394,528,578,507,498,521,486,459,401,373,270,200,159,142,94,52,74
311790,669,775,797,809,879,822,805,826,778,685,575,466,370,300,219,148,155
311800,3646,4003,4437,4552,4491,4012,3473,3484,3548,3177,2405,1763,1284,993,784,511,435
311810,401,530,550,508,463,400,312,280,268,222,229,208,180,169,132,84,94
311820,472,502,585,586,565,538,461,458,463,424,375,298,239,180,134,124,110
311830,8312,9015,9836,10501,10871,9709,8307,8289,8527,8061,6481,4988,3598,2737,2089,1451,1400
311840,1839,2021,2069,2029,1942,1717,1612,1484,1456,1317,1160,995,826,697,547,422,396
311850,120,149,149,141,144,112,120,132,121,115,89,93,82,68,55,34,30
311860,44313,50448,52148,54859,57429,56889,50281,46590,42853,37664,30168,22568,16023,11920,8273,5089,4555
311870,676,882,883,881,829,707,676,639,672,636,547,416,317,291,224,150,170
311880,2336,2595,2735,2884,2695,2061,1691,1686,1616,1344,1152,956,837,692,503,342,345
311890,574,691,784,832,823,706,619,625,590,538,463,395,336,271,220,154,176
311900,299,319,327,323,292,251,250,245,228,214,188,156,122,102,67,46,51
311910,1949,2216,2230,2224,2234,1897,1653,1616,1705,1568,1295,1033,836,718,596,433,430
311920,719,1055,1079,1025,989,879,685,675,622,559,508,393,400,376,303,223,180
311930,1946,2294,2381,2390,2377,2203,2211,2279,2164,1887,1614,1269,1036,780,551,374,333
311940,8109,9055,9067,9621,9809,9131,7975,7624,7505,6723,5386,3962,3005,2529,1837,1248,1094
311950,734,906,950,954,988,719,593,542,564,499,430,316,284,280,225,151,179
311960,188,229,246,260,245,242,216,224,231,220,169,136,119,95,84,61,52
311970,262,242,286,261,276,296,253,245,258,217,167,156,128,114,77,53,39
311980,215,263,271,265,280,253,245,252,271,237,230,194,192,148,105,80,59
311990,223,256,267,300,296,256,238,277,278,269,240,246,207,163,132,104,90
311995,369,454,479,488,541,506,464,456,428,356,290,232,195,166,123,71,79
312000,289,278,290,308,322,256,208,203,223,220,184,156,112,106,92,65,58
312010,345,415,467,437,389,315,292,282,253,238,177,153,128,107,93,61,71
312015,526,649,650,651,552,424,377,349,323,251,234,211,208,200,139,83,85
312020,861,884,849,975,1034,905,804,762,709,665,590,473,415,345,263,178,193
312030,600,788,764,723,609,439,346,305,270,224,193,157,118,97,80,57,49
312040,408,462,468,438,459,466,373,360,350,291,263,210,162,140,99,54,73
312050,735,880,915,954,914,821,783,783,775,630,526,463,397,319,250,175,148
312060,329,371,357,387,390,386,374,358,359,296,257,226,172,160,128,105,103
312070,353,362,380,366,312,301,306,307,276,223,183,151,116,100,84,65,56
312080,966,1316,1404,1326,1185,1025,1014,1116,1064,969,784,653,516,458,377,227,207
312083,417,435,419,443,437,350,342,319,293,270,230,178,154,123,99,80,79
312087,643,772,738,706,668,513,447,401,362,341,285,231,195,167,109,68,83
312090,5492,6501,6920,7023,6706,5872,5334,5429,5241,4402,3554,2893,2336,1933,1565,1072,1155
312100,442,519,593,563,471,392,347,353,342,286,222,170,151,129,119,71,90
312110,585,751,727,698,701,601,601,647,631,543,428,341,259,211,186,139,109
312120,502,600,626,586,583,519,534,500,494,431,396,302,253,205,148,106,100
312125,807,679,691,738,768,724,620,487,419,333,274,215,161,118,76,48,45
312130,320,387,396,433,423,351,326,319,338,306,289,211,178,157,141,109,101
312140,450,524,567,602,605,507,467,507,518,468,412,341,313,307,214,147,131
312150,197,235,259,268,267,230,231,228,234,214,179,154,129,98,88,68,67
312160,3444,4387,4856,5114,4725,3865,3141,3120,3070,2544,1937,1564,1276,1106,880,615,628
312170,270,379,376,365,303,275,252,260,230,236,202,165,153,143,126,117,120
312180,627,804,821,876,901,748,641,675,615,563,457,425,350,301,241,198,185
312190,285,264,319,322,282,251,222,205,245,224,175,124,91,97,94,68,57
312200,1660,1840,1793,1792,1730,1527,1357,1349,1282,1148,972,737,584,514,395,313,291
312210,421,419,437,450,442,371,340,356,335,289,252,230,197,163,141,109,98
312220,585,723,786,773,649,500,408,416,441,362,311,234,204,193,149,118,113
312230,14170,16081,17387,18836,18786,18440,16482,16092,16261,14335,11328,8845,6417,5128,3773,2583,2381
312235,578,632,627,619,556,463,385,361,327,254,210,186,139,114,69,49,65
312240,500,535,547,551,494,439,398,375,377,341,285,236,203,168,148,106,102
312245,692,769,839,924,839,681,568,553,491,420,353,309,254,217,145,108,129
312247,294,393,409,402,357,306,286,274,281,236,204,152,127,95,70,45,47
312250,373,465,469,473,446,406,362,351,352,319,305,261,231,202,165,121,109
312260,370,444,465,456,391,329,290,280,275,263,232,201,184,152,128,107,119
312270,307,383,410,426,422,373,367,397,403,362,280,272,227,236,176,134,140
312280,199,243,253,256,245,244,223,237,236,205,171,151,111,109,88,53,46
312290,406,525,548,512,500,475,441,447,465,390,289,228,188,158,140,102,89
312300,641,721,797,728,742,711,700,773,755,653,505,436,334,240,180,125,121
312310,392,528,513,509,483,383,349,371,367,285,260,203,197,194,165,88,100
312320,881,1121,1193,1062,1097,1022,984,1067,1075,909,827,723,628,578,473,315,323
312330,268,429,441,429,403,330,306,329,319,299,262,211,199,152,120,81,95
312340,114,101,124,109,119,114,113,111,102,102,89,79,53,34,27,25,22
312350,132,121,150,165,143,141,136,155,138,106,113,111,89,57,52,25,26
312352,653,806,758,780,741,607,515,468,454,402,329,239,183,183,129,92,93
312360,2013,2147,2212,2130,2133,1981,1807,1725,1758,1634,1339,1081,854,643,488,336,323
312370,832,1070,985,958,931,793,695,681,646,557,449,394,321,282,238,173,164
312380,617,698,744,749,685,623,478,471,458,425,324,285,217,190,125,96,73
312385,375,462,469,475,481,432,365,330,362,286,270,216,182,189,138,105,104
312390,974,1156,1225,1206,1289,1176,1074,1056,981,860,747,641,549,405,337,235,235
312400,1382,1514,1674,1830,1769,1503,1334,1181,1184,1035,908,677,539,490,392,291,294
312410,5034,6230,5979,5442,4863,4602,4440,4211,3928,3245,2567,1853,1473,1134,877,539,513
312420,1788,2113,2051,2086,2151,1838,1646,1590,1490,1424,1191,868,689,546,429,322,299
312430,2671,2944,3329,3510,3417,2522,2032,1954,1844,1640,1374,1133,965,800,602,464,515
312440,282,353,350,336,363,313,341,364,334,296,266,227,192,142,115,87,67
312450,719,830,915,976,945,870,837,856,813,726,591,502,411,341,247,174,151
312460,185,188,243,231,206,189,171,183,182,167,148,126,101,92,65,58,58
312470,228,281,275,300,290,251,265,265,273,228,225,188,168,144,109,61,67
312480,537,621,661,671,644,595,536,561,576,477,380,309,245,218,165,116,93
312490,743,792,801,939,944,852,756,735,713,675,605,484,395,326,272,229,229
312500,297,356,358,349,328,294,292,298,283,234,179,143,119,87,74,51,39
312510,1943,2149,2268,2492,2449,2282,2007,1863,1720,1631,1255,1098,882,718,488,372,306
312520,146,163,192,191,182,167,165,184,188,165,164,125,96,94,65,61,52
312530,283,310,334,290,274,250,237,241,224,223,196,156,116,122,103,79,89
312540,438,595,590,553,504,377,319,373,351,260,215,202,171,170,156,93,87
312560,565,705,727,665,604,485,407,445,392,325,278,305,257,238,169,100,131
312570,1065,1258,1311,1302,1227,1114,995,973,964,863,729,587,461,384,297,219,200
312580,204,262,284,289,243,208,181,189,202,173,148,118,112,105,95,68,50
312590,835,1044,1020,1017,960,852,775,786,810,642,552,477,437,432,383,269,293
312595,955,1024,1038,986,997,881,750,703,619,571,471,373,299,240,184,120,117
312600,394,545,617,601,523,508,477,477,480,410,311,282,247,180,152,97,104
312610,4061,4931,5336,5743,5790,5355,4808,5099,5119,4548,3787,3073,2413,2022,1491,1072,1064
312620,754,783,894,885,790,595,498,465,465,399,319,270,191,177,135,78,72
312630,309,347,356,365,336,311,295,294,302,283,215,190,151,118,76,56,61
312640,209,232,259,242,237,230,196,196,184,148,129,105,94,80,57,32,38
312650,627,945,1064,1218,1153,892,648,608,604,534,485,404,367,314,232,184,204
312660,446,497,500,507,457,390,330,292,283,252,222,185,118,110,96,69,79
312670,2130,2445,2618,2591,2489,1962,1683,1656,1508,1271,1119,944,826,629,467,294,329
312675,521,676,666,663,579,449,392,349,336,303,301,208,191,167,149,88,102
312680,567,608,629,610,584,421,377,349,378,283,255,218,189,186,146,113,122
312690,774,887,937,827,793,719,651,628,546,456,372,297,290,244,188,113,125
312695,284,338,343,368,345,296,225,199,166,151,162,102,102,102,79,47,41
312700,1197,1025,1148,1202,1217,1112,947,897,826,728,613,540,381,288,197,144,122
312705,406,463,469,468,489,372,294,283,273,237,227,221,191,185,126,83,73
312707,717,745,691,673,642,454,307,301,280,291,295,244,213,199,131,83,90
312710,3960,3925,4414,4790,4758,4396,3941,3980,3771,3441,2769,2266,1795,1414,1095,744,717
312720,320,362,343,362,340,312,247,279,251,214,158,133,129,106,72,58,49
312730,549,707,671,596,605,591,509,493,452,409,397,318,284,215,149,121,131
312733,457,498,576,603,535,408,338,324,321,294,248,200,161,126,81,60,59
312735,238,270,263,290,285,240,217,196,182,154,145,129,113,93,65,32,43
312737,257,242,280,280,250,229,219,195,206,183,159,130,96,99,69,54,51
312738,256,276,293,299,274,259,225,262,284,243,204,182,151,114,113,88,95
312740,281,380,339,370,317,328,314,339,325,286,222,225,195,133,97,63,61
312750,508,654,671,628,600,438,354,340,346,314,272,216,180,148,122,92,89
312760,827,1041,1206,1295,1187,953,780,832,759,708,576,483,355,296,242,190,198
312770,21030,23667,23693,24263,24930,22993,19799,19130,18187,15603,12919,10376,8110,6778,5205,3427,3305
312780,1283,1709,1783,1668,1551,1205,991,914,846,683,617,488,398,315,236,173,198
312790,107,97,107,113,123,100,107,105,106,91,77,62,63,55,38,27,24
312800,2200,3063,3217,3105,2883,2563,2131,2085,1951,1721,1451,1142,943,776,607,425,453
312810,1010,1265,1238,1234,1242,1124,1093,1062,1020,917,764,591,459,377,279,215,184
312820,686,838,816,986,1011,848,700,682,678,680,551,454,396,364,299,235,226
312825,398,415,441,527,487,380,319,322,311,262,231,183,159,116,84,50,45
312830,1285,1652,1780,1773,1693,1531,1410,1353,1329,1244,1007,812,629,523,407,322,325
312840,606,699,761,790,739,607,600,658,677,569,465,397,322,281,232,199,202
312850,289,358,365,342,366,317,275,293,290,267,230,190,133,124,98,74,83
312860,561,606,675,631,582,506,560,583,490,395,295,260,197,168,103,67,55
312870,3376,3915,4267,4474,4429,3967,3675,3594,3623,3417,2827,2273,1730,1375,1058,819,807
312880,504,594,691,630,602,586,509,537,539,500,392,333,262,230,207,174,165
312890,542,634,639,633,590,551,511,537,506,442,381,311,274,208,139,103,108
312900,586,679,717,746,767,686,601,625,674,640,526,465,374,317,281,198,199
312910,440,504,488,465,458,482,507,500,476,431,396,355,318,273,203,125,105
312920,464,502,523,549,505,464,415,437,435,415,352,291,226,168,136,104,100
312930,756,987,969,943,911,804,742,743,659,564,516,431,366,311,266,179,175
312940,395,435,474,460,421,428,412,407,359,305,248,230,207,141,109,80,67
