Municipio,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,65 a 69 anos,70 a 74 anos,75 a 79 anos,80 anos e mais
310810,0,0,0,0,0,0,0,1,3,2,1,5,3,8,6,9,20
310820,0,0,0,0,1,0,2,3,1,4,3,4,1,3,4,3,12
310825,4,0,0,0,1,0,1,1,1,2,1,1,1,6,6,2,16
310830,1,0,1,1,4,1,2,3,3,4,6,5,6,6,7,12,44
310840,4,0,0,1,1,0,3,3,3,3,5,15,9,12,11,13,37
310850,1,0,0,0,1,1,0,0,2,2,2,3,4,1,2,6,12
310870,2,0,0,1,1,1,0,2,2,2,3,3,2,4,5,5,14
310855,6,0,0,1,6,2,1,0,3,5,4,7,2,3,5,7,12
310860,7,2,2,1,1,6,2,6,9,10,11,12,10,12,21,12,57
310880,0,0,0,1,0,0,0,1,1,1,4,1,0,1,3,6,13
310890,4,1,0,1,1,0,1,0,1,2,5,6,9,14,12,13,42
310900,6,0,0,6,5,4,6,8,6,6,8,7,20,19,18,17,53
310910,0,0,0,1,0,0,3,0,2,6,4,7,6,6,11,11,22
310920,3,0,0,0,0,1,4,1,3,7,3,6,7,6,8,9,26
310925,0,0,0,0,1,0,0,1,0,0,1,1,3,2,1,3,10
310930,10,1,1,0,4,2,5,4,6,6,4,6,10,14,16,12,19
310940,11,1,1,2,7,5,4,11,8,7,12,8,8,13,9,10,23
310945,2,1,0,1,0,0,1,1,0,0,1,1,1,0,1,3,5
310950,2,2,0,1,0,2,2,0,5,4,3,5,6,5,10,12,22
310960,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,6,9
310970,0,0,0,0,0,0,0,1,0,1,4,3,6,6,5,9,18
310270,5,0,0,0,0,4,2,1,2,2,2,2,4,3,11,6,14
310980,0,0,0,0,1,0,0,2,0,1,1,0,2,2,5,3,7
310990,0,0,0,0,1,1,2,0,1,4,3,7,3,7,7,8,21
311000,4,2,1,3,3,8,4,8,7,15,13,14,23,27,28,29,60
311010,1,0,0,0,1,1,0,2,2,1,3,2,1,3,2,3,8
311020,1,0,0,0,1,1,0,0,2,2,0,1,4,1,2,5,12
311030,3,0,1,0,0,2,2,4,1,6,8,6,10,14,14,16,28
311040,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,2
311050,3,0,0,0,1,1,5,4,3,9,7,9,14,11,18,12,41
311060,3,2,0,0,4,1,3,3,3,8,11,5,11,18,13,16,61
311070,7,0,0,0,1,3,2,2,4,0,5,11,3,3,7,12,41
311080,3,0,0,0,1,1,1,0,1,0,3,0,0,2,2,1,5
311090,2,0,0,1,2,0,0,4,2,3,11,14,10,10,11,16,37
311100,2,0,0,3,2,4,3,4,1,6,7,11,13,13,12,17,51
311110,1,0,0,1,3,0,4,3,1,4,8,17,9,9,16,24,51
311115,0,0,0,0,1,0,0,0,1,4,4,1,1,2,2,3,8
311120,6,0,1,1,5,8,10,11,12,17,23,40,23,55,38,64,143
311130,2,0,1,2,2,0,1,2,5,4,6,4,7,5,6,16,21
311140,2,0,0,0,1,0,2,3,1,5,1,1,2,4,2,5,9
311150,6,1,0,1,2,1,2,3,4,5,5,8,1,8,13,10,22
311160,5,0,0,0,1,1,7,3,17,7,10,10,16,22,18,25,43
311190,0,0,0,0,0,0,4,1,2,1,1,2,2,10,7,7,19
311170,0,0,1,0,1,2,0,2,0,0,0,0,2,3,2,3,9
311180,2,0,0,1,1,2,1,0,6,2,8,2,10,6,8,3,15
311200,1,0,0,0,1,0,1,1,3,5,5,8,4,9,6,10,31
311205,2,0,0,0,1,0,1,1,0,1,1,2,1,0,3,3,4
311210,0,0,1,2,1,0,0,2,0,0,3,0,2,3,1,5,6
311220,0,0,1,0,1,1,1,0,0,2,1,1,6,2,4,4,19
311230,10,2,2,1,4,7,6,9,8,7,6,13,13,12,19,15,40
311240,2,0,0,1,0,0,0,0,3,1,2,5,2,5,5,7,18
311250,2,0,0,0,0,2,3,1,1,2,1,2,6,5,8,6,27
311260,3,0,0,3,0,1,1,3,5,4,4,10,7,14,17,18,33
311265,0,0,0,0,1,0,1,0,2,0,0,2,2,4,2,2,14
311270,8,0,0,1,0,1,4,3,3,7,9,8,4,6,6,6,14
311280,0,0,0,0,0,0,0,0,1,2,1,4,4,2,4,7,21
311290,3,0,0,0,3,1,0,3,2,4,0,3,8,4,4,5,27
311300,5,0,1,1,4,1,4,6,7,10,7,8,15,11,17,18,41
311310,0,0,0,0,0,0,0,0,0,1,4,0,4,1,3,0,6
311320,2,0,0,3,0,2,5,6,6,11,14,13,9,15,18,12,55
311330,9,0,0,3,3,2,2,6,7,9,14,23,22,20,28,27,101
311340,18,0,2,4,6,7,13,10,24,30,28,44,46,38,57,69,182
311350,2,0,0,1,0,3,1,1,0,4,3,4,2,6,8,7,14
311360,2,1,0,0,3,1,4,1,0,5,2,5,3,4,3,7,16
311370,1,0,4,2,2,2,3,1,8,5,11,7,9,9,15,13,48
311380,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,2
311390,2,0,1,0,1,0,1,4,5,4,9,8,4,6,7,10,18
311400,2,0,0,1,0,4,0,2,1,3,3,4,1,8,9,9,33
311410,2,1,0,0,0,1,1,3,2,9,8,2,8,6,10,12,29
311420,2,0,0,4,0,2,3,2,4,2,6,4,4,11,12,17,27
311430,9,0,0,0,4,6,2,7,6,3,14,13,18,9,29,15,58
311440,1,0,0,0,2,1,2,2,5,7,6,10,5,14,12,15,47
311450,2,0,0,1,1,2,5,3,7,3,5,3,7,9,12,15,35
311455,1,0,0,0,0,1,1,1,1,3,2,5,4,7,5,5,19
311460,0,0,0,0,0,0,2,0,1,0,1,3,2,0,3,4,5
311470,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,2,11
311480,3,0,0,0,1,0,0,1,2,2,3,4,1,6,4,6,19
311490,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,2
311500,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,4,4
311510,3,0,0,2,2,2,4,6,6,7,8,15,7,14,19,21,35
311530,7,1,0,5,8,6,6,10,19,24,32,42,34,49,66,86,177
311535,1,0,0,0,1,0,0,0,0,0,2,2,1,2,2,1,6
311540,0,0,0,0,1,0,0,1,2,0,0,2,0,2,0,3,9
311545,2,0,0,1,3,1,2,4,1,3,4,2,4,4,9,6,12
311547,2,0,0,0,0,1,0,3,4,1,3,1,2,3,3,5,10
311550,5,0,0,2,1,1,0,3,7,7,5,11,16,20,24,28,66
311560,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3,3
311570,1,0,0,1,0,1,1,0,2,3,6,2,4,7,4,8,15
311580,0,0,0,0,1,1,1,1,2,4,5,3,4,6,12,10,17
311590,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,5,6
311600,1,0,0,0,0,0,0,0,1,2,2,1,3,1,7,6,12
311610,3,0,0,1,0,3,3,2,2,3,7,7,4,6,8,8,12
311615,8,0,1,1,3,0,0,1,1,0,0,3,3,2,4,4,11
311620,0,0,0,0,1,0,0,1,0,4,1,2,2,4,1,1,6
311630,1,0,0,0,0,0,0,2,2,1,3,3,5,7,6,5,21
311640,0,0,0,1,1,0,0,0,2,2,0,2,2,1,0,1,3
311650,1,1,0,1,0,0,0,2,2,3,2,1,3,7,2,7,17
311660,4,1,0,0,5,4,3,3,9,4,5,6,17,15,17,15,52
311670,2,0,0,0,1,2,0,1,2,4,0,1,3,2,7,3,19
311680,4,0,0,0,1,1,1,2,2,1,1,2,7,7,4,9,9
311690,1,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0,2
311700,1,0,0,1,1,1,0,1,2,3,2,3,2,3,4,6,10
311710,2,0,0,0,1,0,0,0,1,1,2,7,5,2,5,7,28
311520,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,7
311730,3,0,1,4,3,1,2,2,10,4,10,8,17,16,14,16,34
311720,0,0,0,0,0,2,0,0,0,0,3,1,3,0,0,3,5
311740,0,0,0,1,0,0,0,1,0,0,3,1,4,2,3,6,13
311750,1,0,0,1,2,2,1,2,4,9,4,3,13,11,3,9,27
311760,2,0,0,1,2,0,1,3,1,0,2,3,3,1,4,1,8
311770,0,0,0,0,3,2,1,3,6,8,3,7,10,9,10,17,32
311780,0,0,0,1,1,0,0,2,0,1,4,6,3,5,10,10,14
311783,2,0,0,0,0,1,1,2,2,3,2,3,3,2,1,3,12
311787,1,0,0,0,0,0,0,1,2,0,1,4,5,1,4,4,3
311790,3,0,0,1,0,1,1,4,1,0,4,6,5,8,6,10,17
311800,7,0,1,2,8,2,7,8,16,17,15,34,46,30,34,34,74
311810,0,0,2,0,0,1,2,0,1,1,1,4,2,1,2,2,13
311820,1,0,0,0,0,0,1,0,1,1,1,5,1,6,7,8,20
311830,26,3,2,5,10,11,11,18,21,34,48,63,71,59,59,76,187
311840,4,0,2,1,2,4,2,6,6,9,5,7,11,15,17,17,56
311850,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,6
311860,107,6,14,88,113,102,89,99,138,176,179,255,287,241,272,298,629
311870,1,0,0,2,3,1,0,1,3,2,6,6,3,3,8,8,21
311880,5,1,0,1,2,3,2,6,7,7,11,6,16,20,17,14,39
311890,0,0,1,1,0,0,1,2,1,0,2,2,3,4,1,10,14
311900,1,0,0,0,1,0,1,1,2,0,1,3,1,4,2,4,5
311910,2,0,1,1,6,5,4,2,8,7,10,14,20,22,21,15,43
311920,3,0,0,1,0,2,2,1,0,2,1,1,3,1,7,7,20
311930,4,0,1,1,2,3,5,3,1,5,7,10,14,15,19,19,49
311940,14,3,1,22,20,15,17,23,27,30,46,42,55,43,67,80,191
311950,0,0,1,0,2,0,0,2,3,0,3,4,2,5,1,10,19
311960,0,0,0,0,2,0,0,1,1,0,0,1,1,3,1,2,6
311970,1,0,0,0,0,1,1,0,2,1,2,0,0,0,2,3,9
311980,0,0,0,0,0,0,0,0,0,3,1,0,1,3,4,3,8
311990,0,0,0,0,0,2,0,1,1,2,2,2,4,4,3,2,9
311995,1,0,0,1,0,0,1,1,1,0,4,2,3,3,2,3,8
312000,3,0,0,2,0,1,0,1,0,1,1,1,3,0,1,3,11
312010,0,1,0,0,0,1,0,1,1,4,2,1,0,5,2,6,8
312015,3,0,0,1,0,2,1,1,2,2,2,2,2,6,8,6,12
312020,3,1,1,1,1,0,2,0,4,2,4,3,5,8,9,8,27
312030,2,0,0,0,1,0,1,3,0,0,1,1,1,2,0,4,6
312040,2,0,0,0,0,0,1,1,1,3,3,0,0,3,7,4,6
312050,0,0,0,0,0,0,0,1,2,2,1,3,8,4,7,11,20
312060,1,0,1,1,0,0,0,0,0,2,6,5,4,5,6,7,12
312070,2,0,0,1,0,4,1,1,1,1,0,1,0,0,1,4,7
312080,4,0,0,0,1,1,3,4,3,5,5,8,4,16,13,14,28
312083,3,0,0,0,0,0,1,0,1,1,1,2,3,1,5,4,10
312087,1,0,0,1,2,2,0,3,2,2,1,3,2,3,0,2,9
312090,13,0,2,7,9,7,12,13,21,16,22,39,34,47,54,46,163
312100,3,0,2,0,1,2,1,1,0,4,0,1,2,2,5,5,20
312110,0,0,0,0,1,0,0,1,0,2,5,4,5,2,7,6,8
312120,1,0,0,0,0,0,1,1,0,3,5,0,5,2,6,6,6
312125,0,1,0,1,0,1,1,1,1,1,3,2,1,3,5,3,5
312130,1,0,0,0,0,0,1,0,1,3,3,1,6,5,3,2,8
312140,1,0,0,0,0,2,2,0,1,1,2,4,0,7,6,12,18
312150,1,0,0,0,1,0,1,1,0,3,2,1,2,0,5,4,8
312160,16,1,2,7,6,5,9,7,10,15,22,12,19,17,13,31,89
312170,1,0,0,0,0,1,1,0,1,1,3,2,2,2,4,7,17
312180,2,0,0,2,0,0,4,1,2,2,1,2,3,2,10,4,26
312190,0,1,1,2,0,0,2,1,1,1,3,4,3,2,5,2,9
312200,3,0,0,3,3,2,6,2,6,5,11,9,14,9,7,16,40
312210,4,0,0,0,1,0,1,4,3,0,3,1,1,5,5,5,7
312220,3,0,0,0,1,1,0,1,0,1,4,5,1,4,7,7,17
312230,26,1,4,14,27,19,33,34,49,56,77,96,131,116,110,155,337
312235,1,0,0,0,1,0,1,1,0,1,2,1,2,1,3,0,7
312240,0,0,0,1,0,0,0,1,2,3,1,3,3,2,4,8,15
312245,2,0,1,0,1,0,1,0,0,1,1,1,2,2,3,0,6
312247,1,0,0,0,0,0,0,1,2,1,1,1,1,2,0,2,3
312250,1,0,0,1,0,1,0,0,0,1,4,5,4,1,5,6,9
312260,0,0,0,1,0,1,3,2,0,0,4,2,1,3,7,4,5
312270,0,0,0,1,1,0,0,0,2,1,2,5,0,4,1,9,12
312280,0,0,0,1,0,0,0,0,1,0,1,1,0,5,2,6,6
312290,2,0,0,0,1,0,1,0,1,2,3,8,2,2,5,2,15
312300,3,1,0,1,0,2,0,0,3,5,4,8,7,7,9,9,26
312310,1,0,1,0,0,0,0,1,1,0,0,0,3,2,2,8,14
312320,2,0,0,2,1,0,2,3,2,4,12,5,6,13,12,17,40
312330,0,0,0,0,2,0,0,0,3,1,3,4,3,4,5,5,6
312340,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2
312350,0,0,0,0,0,0,0,1,1,0,1,3,0,0,1,1,0
312352,0,1,0,1,0,0,1,1,1,3,0,1,5,3,1,6,8
312360,1,1,0,3,1,3,2,0,4,10,12,13,11,21,14,24,49
312370,2,0,0,1,2,6,2,5,0,4,4,8,8,4,7,2,19
312380,1,0,0,0,0,3,3,0,0,3,3,2,4,5,6,10,7
312385,2,1,0,2,1,0,2,0,1,1,5,1,4,4,4,5,22
312390,5,0,1,1,2,2,0,3,2,5,9,6,12,7,13,17,35
312400,6,0,0,2,3,1,5,5,5,4,5,7,7,9,10,8,39
312410,12,2,2,16,12,9,12,16,18,17,21,23,20,18,20,28,68
312420,2,0,1,2,1,3,6,3,5,8,11,6,10,11,19,17,48
312430,6,1,0,3,0,3,2,6,10,7,13,11,15,14,9,17,71
312440,0,0,0,0,0,0,0,1,0,2,1,1,5,4,2,7,8
312450,1,0,0,1,0,0,0,0,2,3,4,1,6,8,11,6,27
312460,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1,4
312470,0,0,0,1,0,0,1,2,2,0,1,1,2,3,5,1,6
312480,1,0,0,0,1,0,2,0,1,4,2,2,0,5,4,3,18
312490,3,0,0,1,0,1,2,3,2,3,7,3,4,6,9,6,23
312500,0,0,0,2,0,0,1,2,3,1,1,1,1,2,2,7,5
312510,6,0,0,1,0,2,3,4,7,11,9,10,21,19,12,28,39
312520,0,0,0,0,0,0,0,0,0,2,0,2,5,4,1,2,16
312530,0,0,0,0,0,0,0,0,0,1,3,1,0,3,2,3,11
312540,1,0,0,1,1,0,0,0,3,2,4,1,4,4,5,5,14
312560,2,0,0,2,0,3,3,1,2,2,0,3,0,6,7,6,16
312570,4,0,1,0,2,1,1,4,4,3,2,8,8,8,13,13,35
312580,0,0,0,0,0,0,1,0,0,0,2,3,1,0,1,2,5
312590,2,0,0,1,1,2,0,2,5,2,2,3,6,6,8,9,26
312595,1,0,0,1,3,1,1,0,2,3,3,1,3,4,5,9,18
312600,0,1,0,0,0,0,1,0,1,1,3,3,1,4,2,3,19
312610,11,3,1,5,4,6,10,12,18,19,31,33,35,55,40,55,155
312620,1,0,0,1,1,1,0,0,0,1,2,1,1,3,1,1,5
312630,0,0,0,0,0,2,0,0,0,0,1,2,0,1,4,5,15
312640,0,0,0,0,1,0,0,0,2,0,0,1,0,2,1,3,0
312650,1,1,1,0,0,1,2,1,2,1,3,3,2,4,2,7,22
312660,2,1,0,1,1,0,1,0,3,0,4,4,1,0,1,4,5
312670,7,0,1,1,2,1,2,4,4,4,6,12,7,12,11,15,40
312675,1,0,0,2,1,1,1,2,1,3,0,5,3,2,2,2,8
312680,3,0,1,1,1,0,0,1,4,0,1,1,3,7,7,5,9
312690,3,0,0,1,0,3,2,3,3,3,7,6,12,9,11,11,17
312695,1,0,0,0,0,1,1,1,0,2,1,1,3,0,3,3,7
312700,4,1,0,1,0,3,3,3,3,3,4,2,6,2,5,5,4
312705,2,1,0,1,0,0,4,1,1,1,2,0,3,4,7,4,7
312707,1,1,0,4,0,1,4,6,2,3,0,3,4,2,5,4,7
312710,3,0,0,5,8,16,10,15,13,19,19,23,31,34,37,39,106
312720,1,0,0,0,1,0,0,1,0,0,4,2,1,0,0,2,4
312730,0,0,0,0,1,0,3,2,3,3,1,2,5,4,6,4,14
312733,0,1,0,0,0,2,2,2,2,2,2,3,4,5,3,5,7
312735,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,3
312737,2,0,0,0,0,1,1,0,1,2,2,3,2,3,5,5,10
312738,0,0,0,0,0,0,2,1,0,1,1,4,2,4,6,3,8
312740,0,0,0,0,0,1,0,1,1,1,1,3,1,1,3,6,9
312750,1,0,0,0,1,1,1,0,0,1,2,2,1,1,2,4,10
312760,3,0,0,1,0,1,2,1,2,2,4,9,6,4,16,13,26
312770,54,3,12,41,50,41,46,49,48,86,107,129,132,153,173,178,498
312780,6,0,0,3,0,1,1,3,5,6,5,5,8,5,9,9,12
312790,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
312800,7,0,0,2,1,5,9,5,9,9,6,11,11,13,17,15,62
312810,0,0,0,1,1,1,0,1,3,2,2,12,7,6,5,8,20
312820,3,0,0,0,3,0,3,3,1,3,3,11,8,6,6,10,31
312825,1,0,0,0,0,0,1,1,0,1,4,2,2,3,4,4,9
312830,5,0,0,1,1,1,4,3,3,5,4,8,12,16,15,23,51
312840,1,0,0,0,2,1,2,3,1,5,1,11,4,9,10,8,26
312850,0,0,0,0,0,0,1,0,1,2,2,2,4,3,2,2,11
312860,1,0,0,0,0,0,1,1,3,1,0,6,2,1,3,1,6
312870,12,0,1,5,7,6,5,11,12,22,21,29,29,36,37,58,121
312880,2,0,0,0,1,0,1,4,1,2,10,3,3,5,8,6,18
312890,2,1,1,1,0,0,2,2,2,1,4,4,3,2,6,3,8
312900,3,0,0,0,0,2,1,1,3,0,1,7,5,8,6,11,23
312910,0,0,0,0,1,0,1,2,2,1,2,1,3,6,1,6,18
312920,2,0,0,0,1,0,2,2,0,2,2,2,4,6,1,5,14
312930,1,1,0,1,0,1,3,1,5,4,9,6,2,9,9,3,19
312940,1,0,1,0,0,0,2,0,4,6,3,0,1,5,7,7,5
312950,6,0,0,1,3,2,2,4,3,8,4,14,12,8,13,17,27
312960,2,0,0,0,0,0,0,0,4,2,6,4,5,3,6,2,4
312965,0,0,2,1,0,0,0,1,0,2,3,1,3,2,2,4,14
312970,5,0,0,0,0,1,2,6,1,1,4,2,2,2,10,8,16
312980,31,1,2,20,22,25,20,29,37,38,43,73,76,56,72,63,122
312990,0,0,0,0,0,0,0,0,0,1,2,3,1,3,2,3,13
313000,0,0,0,0,0,1,0,0,0,3,2,1,2,1,1,1,3
313005,4,0,0,0,2,0,3,4,4,3,3,2,3,5,6,8,13
313010,12,2,1,6,7,8,10,5,14,21,18,18,20,19,15,16,37
313020,0,0,0,1,2,1,2,1,1,1,3,5,5,3,8,8,10
313030,1,0,0,1,0,0,2,1,5,2,4,6,3,5,9,9,21
313040,1,0,0,1,0,1,0,0,2,2,3,2,3,6,5,6,10
313050,3,0,0,0,1,1,1,1,4,1,2,10,4,5,10,12,26
313055,2,0,1,0,2,0,2,1,1,0,1,1,4,4,2,4,9
313060,0,0,0,0,0,0,1,1,1,2,1,1,2,4,4,3,7
313065,1,0,0,0,1,1,1,2,2,2,0,4,3,2,6,6,8
313070,0,0,0,1,0,0,0,0,0,0,4,0,2,4,3,0,5
313080,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,4
313090,2,0,0,1,2,2,2,4,7,7,9,11,11,13,14,19,53
313100,1,0,0,1,1,0,0,0,1,1,1,2,5,1,0,5,12
313110,1,0,2,0,0,0,3,1,2,2,4,7,3,5,3,4,13
313115,1,0,0,2,5,1,8,2,2,2,6,5,7,5,11,9,29
313120,5,0,1,0,4,2,0,6,3,4,6,12,7,15,8,20,54
313130,35,3,8,24,21,24,32,44,46,68,79,101,95,82,109,137,353
313140,0,0,0,0,0,0,1,1,0,2,2,0,1,2,4,7,10
313150,0,0,0,1,3,1,0,1,0,7,5,6,7,8,3,5,20
313160,1,0,0,0,1,1,0,0,2,1,2,1,2,6,5,4,3
313170,24,1,1,16,17,17,19,18,24,42,41,52,44,55,55,60,188
313180,1,0,0,1,1,4,1,6,2,0,1,4,5,9,6,5,21
313190,5,1,1,1,2,5,7,6,13,15,15,18,22,28,25,33,74
313200,0,0,0,0,0,0,0,0,1,1,0,2,1,1,3,4,10
313210,5,0,0,0,4,5,3,4,5,10,4,7,7,8,13,11,30
313220,4,0,0,0,0,1,4,0,2,4,3,3,8,8,10,11,34
313230,3,0,1,1,4,3,6,2,4,2,5,2,7,2,3,11,23
313240,20,1,2,8,7,7,9,20,12,33,32,46,50,50,57,72,195
313250,8,0,2,5,3,4,4,3,6,5,13,9,10,17,18,11,45
