Municipio,De 0 a 4 anos,De 5 a 9 anos,De 10 a 14 anos,De 15 a 19 anos,De 20 a 24 anos,De 25 a 29 anos,De 30 a 34 anos,De 35 a 39 anos,De 40 a 44 anos,De 45 a 49 anos,De 50 a 54 anos,De 55 a 59 anos,De 60 a 64 anos,De 65 a 69 anos,De 70 a 74 anos,De 75 a 79 anos,De 80 anos ou mais
310500,754,855,923,882,654,523,575,572,493,388,310,363,293,276,229,176,99
310510,1710,1787,1915,1866,1598,1666,1796,1901,1646,1376,1191,1024,955,700,530,369,225
310520,494,529,692,648,419,351,390,330,281,268,242,240,157,154,119,77,64
310530,468,498,482,458,418,405,424,382,357,257,230,186,148,109,87,79,37
310540,2359,2433,2596,2502,2193,1866,1831,1916,1680,1255,856,656,527,477,399,290,156
310550,522,652,675,612,519,403,448,420,389,335,288,245,215,217,212,150,90
310560,9926,10383,10702,10744,10324,9303,9416,9502,8704,6836,5618,4230,3547,2868,2294,1709,954
310570,619,718,794,850,665,479,477,521,476,438,333,319,267,275,228,169,120
310590,1748,1715,1745,1891,1776,1503,1565,1519,1284,985,813,682,532,451,285,233,104
310600,1006,948,1001,1094,1004,771,806,765,614,436,397,334,313,262,164,132,52
310610,339,348,316,304,262,281,288,248,201,175,167,169,128,97,83,65,44
310620,191969,184410,197393,223959,235626,202064,187972,181805,162978,132604,106616,80923,66581,51671,39979,30298,19212
310630,2251,2093,2133,2215,1990,1649,1479,1294,1110,952,678,583,487,400,322,235,147
310640,615,651,722,774,632,579,535,587,465,446,357,313,301,232,203,123,85
310650,1428,1626,1850,1787,1278,912,790,721,574,532,414,381,353,265,168,145,89
310665,428,468,561,523,336,249,263,234,233,173,157,124,103,76,57,62,25
310660,576,549,547,533,373,294,268,254,200,186,179,170,167,106,61,46,41
310670,35212,33872,33280,33461,32046,27979,26570,23904,20806,15040,9948,6969,5450,4067,2816,2023,1117
310680,393,396,430,435,394,338,303,320,280,266,234,180,158,132,102,94,50
310690,1039,1097,1120,1169,1049,887,988,1033,904,803,699,570,482,439,375,301,167
310700,210,223,294,253,186,206,231,239,179,179,160,156,125,116,68,54,15
310710,3749,3842,4097,3835,3202,2792,2677,2788,2533,2035,1560,1288,1092,883,700,603,351
310720,447,486,514,433,402,405,415,427,325,284,241,191,200,132,113,58,38
310730,4666,4929,5530,4795,4125,3292,3201,2913,2516,1840,1560,1277,1147,807,618,432,259
310740,3611,4022,4131,3982,3499,3166,3352,3299,2729,2253,1723,1411,1309,907,743,508,325
310750,593,577,611,647,572,466,534,534,471,377,322,262,265,226,151,123,83
310760,327,336,323,290,279,267,319,289,274,192,181,145,119,86,86,66,35
310770,467,512,544,496,431,285,353,344,293,248,224,181,163,137,111,102,50
310780,1483,1629,1885,1820,1398,1143,1028,1103,918,794,718,662,578,525,391,320,194
310790,1094,1018,1050,1059,986,908,871,887,683,577,459,356,293,202,166,122,53
310800,1565,1683,1762,1761,1475,1264,1194,1224,1209,969,799,637,587,481,408,299,186
310810,508,543,560,593,592,533,560,500,462,421,404,355,287,283,187,169,86
310820,642,758,774,765,560,494,463,422,381,292,269,228,175,121,123,97,45
310825,1099,1038,1080,1043,578,501,424,384,355,332,264,247,235,205,119,92,69
310830,1112,1222,1272,1300,1137,1135,1173,1230,1136,918,731,592,550,476,382,282,162
310840,1412,1406,1421,1437,1303,1247,1108,1144,1045,875,720,547,537,456,383,294,154
310850,868,949,1010,875,597,379,366,395,339,320,234,179,179,134,75,56,55
310870,472,593,613,580,371,327,332,345,265,263,234,218,199,167,133,84,42
310855,1469,1479,1379,1300,1001,867,855,738,636,558,397,318,263,201,126,114,67
310860,3169,3709,3799,3786,2758,2137,1915,1809,1495,1315,1208,1106,935,691,529,411,272
310880,529,538,603,555,388,349,373,339,272,276,207,261,264,201,154,146,92
310890,1409,1506,1476,1510,1387,1201,1051,985,940,837,752,591,572,463,394,307,174
310900,2585,2648,2582,2515,2483,2284,2342,2182,1717,1379,1165,916,779,629,513,363,216
310910,919,934,1037,1027,940,970,843,856,763,646,571,463,390,293,240,226,95
310920,1062,1195,1241,1141,937,714,674,625,535,493,427,417,345,278,249,203,99
310925,392,421,449,439,326,269,295,262,216,189,154,164,144,140,105,52,34
310930,2370,2501,2428,2380,1925,1547,1460,1356,1113,967,786,576,510,402,287,203,109
310940,3165,3188,3395,3175,2546,1871,1721,1596,1357,1176,935,674,573,471,305,258,164
310945,674,696,688,587,502,493,499,397,353,293,211,180,188,155,88,40,28
310950,1370,1322,1316,1458,1280,1186,1079,981,947,733,597,460,448,347,264,187,105
310960,302,325,369,351,338,312,286,312,274,176,199,166,135,114,97,70,51
310970,1020,922,1014,993,970,773,818,847,747,603,542,430,370,271,242,180,84
310270,998,995,1092,983,725,569,541,510,438,388,334,287,286,224,163,119,90
310980,188,223,239,218,219,172,190,189,141,118,86,78,91,77,67,40,28
310990,763,905,936,856,669,669,733,720,610,451,347,285,260,219,180,126,62
311000,3361,3268,3608,3808,3635,2861,2781,2876,2433,1969,1622,1350,1196,906,695,546,317
311010,447,445,447,452,348,368,325,312,302,234,178,169,125,129,93,61,44
311020,394,399,441,489,418,323,278,271,290,214,169,155,145,123,76,79,34
311030,984,1062,1134,1113,1002,981,1087,1052,909,777,702,583,492,423,362,295,136
311040,315,318,399,393,348,264,269,241,223,182,182,139,111,90,72,49,29
311050,1947,2062,1978,2088,1977,1786,1819,1590,1377,1075,957,685,591,437,314,267,115
311060,1946,1988,2093,2170,2053,1896,1875,1794,1614,1373,1171,925,857,654,552,416,183
311070,1188,1232,1234,1109,1009,919,885,952,900,729,632,487,455,388,372,221,148
311080,389,401,397,383,285,285,238,212,183,142,127,105,110,91,61,60,38
311090,1421,1428,1444,1355,1160,1033,1054,1104,968,819,579,494,477,377,327,253,167
311100,1970,1940,1840,1906,1822,1758,1689,1611,1456,1273,987,770,615,537,418,324,165
311110,1575,1693,1977,1835,1549,1442,1476,1486,1275,1076,918,842,758,595,460,381,253
311115,405,450,465,414,275,205,184,195,182,199,153,119,144,112,77,65,22
311120,4173,4125,4618,4863,4476,3954,3613,3694,3684,3070,2476,1894,1645,1512,1173,970,512
311130,1039,1200,1156,1161,1032,881,894,825,874,649,451,406,336,327,221,165,113
311140,584,574,453,521,500,416,436,377,363,289,242,186,204,133,86,60,41
311150,1326,1349,1433,1335,1208,1048,1010,902,796,690,517,420,348,287,222,178,80
311160,2818,2820,2774,2706,2554,2251,2093,1858,1683,1311,1087,941,697,613,455,361,201
311190,465,489,569,581,511,437,374,405,404,351,267,229,203,197,161,107,60
311170,398,480,577,539,420,328,336,329,306,269,201,176,180,144,99,88,42
311180,961,1022,1065,1013,1018,932,963,843,671,567,442,402,310,271,198,150,78
311200,1168,1239,1353,1295,1267,1152,1169,1089,1054,904,708,588,516,502,392,281,156
311205,412,473,538,453,321,236,218,208,196,199,147,125,114,111,85,56,45
311210,608,555,562,549,490,438,414,325,276,245,183,125,116,86,81,43,33
311220,433,398,451,459,451,384,420,387,308,285,219,203,178,194,166,108,48
311230,4049,4014,4193,3791,2824,2202,2051,1893,1654,1277,972,857,728,512,375,287,187
311240,718,753,725,709,682,544,552,475,501,456,386,304,267,202,164,122,55
311250,809,816,812,780,755,561,630,651,516,429,294,246,235,202,164,143,60
311260,1212,1320,1398,1327,1270,1205,1260,1165,923,761,676,622,528,414,282,268,142
311265,371,471,492,495,328,269,255,291,244,224,207,185,176,147,136,81,45
311270,1694,1803,1755,1517,1102,918,891,811,685,520,424,369,354,184,173,154,96
311280,671,649,639,725,733,684,629,637,588,485,398,268,251,211,159,131,78
311290,1011,914,1003,1001,838,691,617,581,509,416,310,299,261,207,172,153,78
311300,2581,2637,3007,2709,1706,1257,1192,1113,1020,897,725,669,620,494,431,269,193
311310,324,349,388,385,314,285,244,266,198,188,139,120,124,98,64,50,31
311320,1965,2179,2111,2093,1888,1671,1750,1708,1565,1153,954,705,553,494,350,309,150
311330,2938,2992,3016,2963,2751,2364,2427,2384,2218,1959,1545,1235,1118,907,808,689,428
311340,7566,7524,8012,8339,7525,6245,5932,5586,4933,4188,3246,2727,2506,1969,1579,1206,706
311350,962,1125,1206,1063,706,560,591,592,467,382,345,302,293,207,163,158,76
311360,558,527,532,583,523,500,454,427,402,332,275,225,201,148,137,84,51
311370,2055,2330,2486,2449,1909,1578,1517,1431,1371,1128,981,843,742,604,480,382,274
311380,251,215,263,231,201,172,144,160,110,124,82,88,80,53,56,42,32
311390,1347,1313,1215,1209,1013,926,852,880,737,604,459,362,328,236,200,142,75
311400,960,951,928,995,938,790,814,772,697,583,480,419,400,295,295,222,128
311410,1443,1362,1300,1372,1190,1026,945,873,778,635,490,378,311,288,218,149,110
311420,1791,1638,1630,1680,1649,1488,1469,1303,1094,848,777,588,537,397,311,271,127
311430,2658,2833,2761,2931,2666,2486,2500,2318,2063,1667,1335,1109,901,741,541,448,259
311440,1785,1882,1959,2004,1824,1571,1551,1517,1354,1102,889,719,635,492,431,336,188
311450,1406,1411,1409,1435,1321,1174,1191,1048,907,714,643,497,498,430,286,202,145
311455,767,796,923,905,769,712,681,663,598,544,449,357,290,247,207,160,71
311460,362,407,430,395,274,260,261,322,261,217,188,164,146,108,81,74,37
311470,308,243,267,262,232,221,257,228,247,173,172,124,109,105,94,90,36
311480,374,481,467,444,347,336,366,392,322,269,250,203,184,147,141,70,62
311490,204,208,202,220,222,212,174,153,129,97,132,94,88,59,55,49,24
311500,230,254,223,227,242,247,209,209,148,121,139,134,125,75,59,20,27
311510,1580,1681,1673,1708,1491,1345,1253,1250,1232,1083,834,700,581,484,352,294,181
311530,5299,5636,5978,6071,5516,4853,5132,5295,4787,3846,3178,2603,2214,1845,1507,1187,678
311535,485,443,445,420,432,350,359,318,259,193,169,131,109,94,70,44,29
311540,325,372,386,393,313,235,218,187,204,144,136,128,95,84,63,60,30
311545,877,985,1070,948,694,460,389,357,341,298,232,215,203,160,126,101,65
311547,601,731,800,666,412,343,383,341,261,227,168,171,147,86,58,43,36
311550,1841,2143,2192,2246,1929,1718,1705,1653,1593,1236,1071,848,715,632,524,411,241
311560,120,138,118,127,97,89,86,94,96,73,69,51,68,40,25,22,9
311570,547,578,663,732,578,478,438,460,405,332,297,293,292,245,171,124,83
311580,840,949,1035,899,989,882,844,842,677,565,455,412,364,303,229,137,77
311590,249,252,205,201,172,187,174,190,141,126,117,100,91,93,71,37,25
311600,612,548,618,642,494,439,417,365,347,302,228,172,167,152,147,99,60
311610,1925,2086,2237,2050,1458,1004,824,788,649,599,497,419,406,268,186,138,82
311615,964,1074,1058,928,569,420,404,408,337,304,248,195,182,133,94,94,45
311620,254,287,257,269,259,214,236,220,188,176,173,130,106,94,85,50,36
311630,614,694,723,697,529,421,454,476,369,247,261,255,220,206,164,113,65
311640,376,445,460,450,345,295,298,292,313,260,237,176,169,97,66,46,26
311650,750,941,1002,986,778,620,597,508,446,395,324,317,254,199,133,97,57
311660,2246,2284,2255,2242,2277,1954,1784,1758,1436,1145,899,721,631,513,438,319,199
311670,600,573,597,605,585,501,537,498,432,350,312,231,226,234,208,131,71
311680,1069,1157,1223,1111,921,656,578,488,429,418,312,327,299,236,174,130,82
311690,232,265,311,295,236,201,269,272,179,158,124,101,84,77,53,42,16
311700,1021,1168,1359,1276,867,641,571,575,529,520,460,420,324,280,219,149,87
311710,771,830,969,933,849,729,701,723,650,553,440,366,306,268,254,180,91
311520,379,381,405,417,409,328,334,276,245,192,193,149,131,118,82,55,30
311730,1792,1666,1629,1595,1619,1516,1507,1393,1134,932,763,563,499,405,288,191,105
311720,246,238,284,282,232,249,233,195,169,147,114,98,83,73,64,50,27
311740,344,378,448,453,345,343,319,306,258,244,196,212,218,144,130,93,59
311750,2109,2252,2353,2037,1420,1147,1125,1129,975,854,693,688,674,564,428,407,261
311760,429,455,501,512,419,365,357,354,278,259,228,176,183,134,126,85,55
311770,1344,1265,1240,1278,1041,920,920,908,753,637,526,460,403,325,233,189,147
311780,885,872,887,905,796,736,722,696,617,476,410,311,251,212,168,137,78
311783,730,822,896,860,546,373,364,328,311,284,282,241,198,150,117,89,53
311787,524,552,458,478,511,463,433,386,354,243,176,155,142,97,57,58,50
311790,763,759,753,840,767,773,784,726,622,510,416,344,289,223,162,142,77
311800,3941,4312,4303,4309,3805,3242,3412,3515,3121,2250,1686,1274,1045,871,600,405,226
311810,558,635,611,562,434,302,270,257,200,218,197,184,188,152,103,86,66
311820,501,621,590,580,549,457,465,480,425,365,289,252,194,158,165,112,55
311830,9065,9589,10104,10661,9470,7962,8235,8567,8081,6326,4877,3585,2844,2317,1728,1320,749
311840,2094,2219,2327,2266,1916,1667,1475,1460,1310,1147,996,862,768,628,546,363,249
311850,160,159,159,162,118,130,143,119,112,81,99,84,73,59,39,29,17
311860,52147,50338,51631,55902,57677,50053,47080,43096,38218,29878,22375,16179,12421,8950,5960,4251,2345
311870,966,985,1029,992,805,732,655,705,656,555,420,328,331,248,187,180,85
311880,2823,3141,3532,3194,2187,1683,1724,1613,1308,1121,936,879,743,561,420,323,203
311890,747,862,944,952,761,625,639,580,525,440,378,328,274,233,181,160,112
311900,345,365,365,330,267,268,250,236,225,189,150,122,114,76,59,45,39
311910,2420,2491,2617,2693,2121,1734,1686,1805,1608,1304,1039,879,816,705,574,425,260
311920,1157,1211,1211,1248,1019,718,700,621,557,497,378,432,417,355,289,165,105
311930,2534,2599,2607,2616,2385,2356,2404,2236,1931,1635,1281,1112,848,626,476,361,151
311940,9574,9191,9944,10438,9780,8244,7977,7809,6891,5344,3923,3107,2699,1988,1493,1055,500
311950,974,1071,1152,1192,765,600,547,574,493,412,300,296,304,249,173,150,117
311960,238,254,284,266,270,212,223,232,224,159,130,123,102,101,77,56,24
311970,249,308,273,312,327,261,257,273,209,161,166,139,129,82,64,29,28
311980,286,312,314,356,299,275,265,283,237,241,206,220,160,120,102,63,29
311990,268,285,377,351,279,238,296,284,267,231,249,205,175,147,136,91,46
311995,449,479,477,541,493,448,452,414,333,278,223,198,180,133,83,96,35
312000,312,364,436,435,302,216,218,249,236,192,173,135,141,130,94,67,32
312010,442,517,498,448,341,296,276,244,234,162,147,123,108,99,67,58,50
312015,647,686,718,576,406,346,319,283,224,220,211,215,217,143,98,85,40
312020,839,772,924,995,853,757,723,670,631,556,451,427,368,285,214,192,106
312030,843,833,841,714,478,353,305,271,227,202,168,133,110,99,71,48,31
312040,476,487,458,506,507,370,384,363,298,273,220,179,177,124,72,71,66
312050,965,1001,1076,1038,917,838,828,800,617,518,476,428,353,297,224,146,83
312060,365,358,412,445,418,382,353,349,280,242,214,166,174,143,134,112,45
312070,375,400,388,335,330,328,316,283,226,190,157,120,109,94,82,48,35
312080,1393,1484,1373,1255,1062,1052,1137,1044,956,751,634,504,488,418,260,195,113
312083,442,430,494,497,369,352,309,279,263,219,177,163,138,115,105,78,49
312087,791,770,769,702,496,414,387,354,335,255,201,187,163,112,75,74,42
312090,6584,7051,7188,6946,5944,5295,5462,5205,4270,3436,2835,2343,2015,1712,1260,1039,663
312100,536,669,660,550,430,347,351,329,272,203,158,151,141,141,86,84,62
312110,814,759,791,836,669,646,671,640,524,414,332,274,251,240,198,126,54
312120,626,684,633,632,522,539,490,494,421,392,295,283,240,182,150,103,60
312125,558,510,515,542,568,487,406,363,300,253,203,162,119,84,58,47,20
312130,397,402,438,432,355,337,331,350,307,283,196,186,175,164,140,96,59
312140,531,605,687,690,518,456,498,519,468,403,329,331,337,241,173,139,57
312150,262,304,336,313,250,239,236,243,220,180,166,142,109,105,85,77,27
312160,4591,5139,5612,5239,4082,3122,3183,3150,2523,1925,1599,1351,1207,990,755,520,409
312170,412,438,459,370,298,248,265,229,238,183,157,161,153,141,142,114,66
312180,965,998,1124,1202,905,740,752,656,590,471,463,388,346,292,265,190,106
312190,272,364,367,330,283,220,193,247,223,165,112,89,115,113,89,57,31
312200,1936,1960,2003,1934,1637,1401,1398,1302,1123,955,709,632,574,463,401,286,180
312210,420,483,558,566,422,355,369,334,285,252,230,204,169,167,135,90,54
312220,746,843,852,716,506,386,414,441,336,289,208,207,201,157,137,102,58
312230,15786,16588,17850,17989,18114,15602,15601,16013,13862,10769,8513,6228,5302,4023,3032,2182,1238
312235,607,636,629,559,446,357,340,311,232,198,175,128,111,64,54,49,43
312240,567,589,612,536,468,410,384,394,341,279,236,206,188,171,138,104,58
312245,648,746,855,762,582,471,467,413,344,290,256,224,193,126,109,104,57
312247,435,489,493,445,357,307,281,288,236,212,154,139,107,80,60,51,25
312250,508,532,577,551,484,393,378,365,327,306,259,234,217,180,147,98,58
312260,487,557,551,458,359,297,279,281,263,233,206,199,172,146,142,109,80
312270,406,461,511,507,415,385,395,392,348,272,275,229,237,182,149,111,87
312280,267,283,297,283,269,230,242,234,202,172,148,104,128,102,71,60,20
312290,531,536,493,511,479,429,440,462,366,259,217,193,169,161,126,83,45
312300,728,784,670,737,713,709,774,742,621,479,442,343,259,209,157,133,64
312310,559,593,641,580,408,353,386,362,266,257,202,218,230,191,104,91,77
312320,1230,1358,1225,1339,1150,1053,1123,1105,899,844,731,646,639,531,386,312,187
312330,468,527,563,504,364,314,335,317,300,256,203,207,163,140,106,101,54
312340,97,133,111,131,112,112,109,104,105,91,89,58,36,32,32,26,7
312350,123,175,177,153,149,140,157,130,96,120,116,93,63,64,29,30,16
312352,854,801,877,838,643,514,455,442,397,324,239,190,211,140,118,88,54
312360,2132,2162,2068,2143,1992,1771,1697,1752,1590,1262,1035,845,655,528,392,307,180
312370,1079,967,1029,1018,832,675,675,621,526,414,381,325,306,274,211,163,91
312380,765,858,903,828,693,469,474,457,425,314,296,228,201,133,113,67,43
312385,478,511,556,570,476,355,319,366,261,265,202,187,209,146,127,82,74
312390,1193,1233,1236,1393,1242,1061,1029,926,837,725,625,539,409,369,279,212,143
312400,1559,1806,2029,1923,1579,1340,1174,1199,1018,876,637,547,531,438,353,282,165
312410,6064,5609,5039,4545,4366,4126,3925,3583,2866,2170,1533,1287,1057,857,579,459,236
312420,2162,2054,2147,2236,1846,1639,1588,1462,1400,1114,794,700,574,488,398,283,171
312430,3188,3768,4110,4052,2715,2115,2041,1890,1652,1354,1125,992,824,639,558,427,325
312440,369,346,339,383,317,357,371,325,290,261,225,198,150,130,109,60,39
312450,850,953,1032,1005,912,860,880,820,729,572,496,421,369,278,220,160,76
312460,207,299,284,254,223,189,204,193,176,147,127,103,101,73,74,41,48
312470,298,309,371,347,279,285,270,270,222,225,186,174,155,126,72,67,33
312480,631,659,673,657,619,539,572,582,466,379,308,254,246,188,150,82,55
312490,805,803,988,984,885,753,724,693,659,580,469,404,348,309,283,215,115
312500,371,365,362,355,319,309,312,292,235,179,150,129,100,91,70,39,23
312510,1756,1768,1921,1858,1805,1598,1558,1455,1368,974,901,765,670,474,419,293,130
312520,172,220,223,212,188,170,193,189,155,160,110,98,99,73,80,47,25
312530,365,389,341,335,303,267,259,234,236,203,153,118,138,119,99,83,57
312540,667,757,772,685,425,327,393,351,256,226,211,180,191,188,113,85,49
312560,692,765,779,717,509,382,426,354,284,250,285,241,243,175,112,119,68
312570,1294,1361,1392,1309,1159,965,950,931,805,678,551,455,397,317,254,195,100
312580,243,285,299,259,197,162,163,183,145,134,101,111,102,103,74,30,38
312590,1214,1262,1364,1256,999,838,830,863,629,577,505,490,518,460,350,286,207
312595,1072,1090,1039,1087,935,760,721,613,589,462,382,317,278,222,161,114,78
312600,519,594,562,505,501,445,451,460,385,281,266,229,174,159,110,95,56
312610,5156,5511,5964,6117,5582,4852,5279,5220,4564,3817,3089,2525,2187,1682,1340,1059,580
312620,736,897,875,760,526,433,415,423,357,296,260,186,189,147,86,58,46
312630,362,368,369,332,323,305,304,304,277,196,186,149,126,83,73,64,35
312640,234,266,254,252,239,193,191,182,136,128,100,98,78,60,31,39,19
312650,977,1140,1404,1393,987,645,599,599,516,476,392,382,319,242,217,172,114
312660,522,556,578,504,392,314,276,283,246,220,182,109,118,104,80,77,42
312670,2590,2853,2865,2753,2040,1695,1697,1503,1248,1083,922,849,675,514,348,283,250
312675,795,851,896,723,515,414,369,349,315,306,193,214,188,189,107,93,74
312680,674,765,767,698,446,377,350,384,272,272,232,213,203,164,131,110,71
312690,908,997,885,898,784,666,620,515,421,347,284,303,251,198,125,110,74
312695,333,372,438,397,312,210,190,155,153,163,92,112,122,95,63,36,30
312700,806,906,914,921,854,724,737,675,609,516,470,326,270,195,163,120,50
312705,496,577,627,665,417,294,279,269,227,225,216,195,200,137,96,61,47
312707,890,884,956,921,551,336,335,297,316,316,262,245,240,145,106,96,55
312710,3846,4256,4507,4480,4233,3769,3923,3718,3427,2709,2252,1831,1522,1245,925,697,423
312720,352,348,398,361,310,227,276,226,186,126,122,127,102,71,63,39,31
312730,784,750,706,764,696,535,508,447,410,398,313,314,237,181,167,142,75
312733,547,698,785,664,454,343,331,323,294,235,192,165,127,89,67,53,31
312735,270,273,335,334,255,214,185,177,148,145,125,115,96,68,34,40,24
312737,235,304,306,267,237,211,184,196,171,139,119,91,109,75,65,44,32
312738,274,315,331,294,269,202,255,267,212,184,169,146,116,126,108,104,36
312740,410,353,430,343,357,315,344,320,273,206,228,199,145,113,88,74,31
312750,686,722,736,733,469,345,328,333,298,255,202,184,163,143,121,94,48
312760,1104,1338,1516,1399,1049,804,859,748,707,557,476,345,310,261,228,170,119
312770,24441,23853,25281,27208,24917,20280,19824,18558,15758,12945,10361,8304,7158,5728,4014,3029,1826
312780,1816,1893,1820,1737,1279,986,914,832,667,617,482,416,339,268,220,180,124
312790,107,120,128,142,107,115,106,106,90,82,64,73,59,42,33,17,20
312800,3067,3245,3158,2967,2546,1984,2016,1869,1672,1400,1086,938,789,654,500,393,260
312810,1387,1319,1363,1379,1234,1161,1110,1035,923,737,576,474,410,316,274,174,98
312820,885,856,1167,1209,954,726,688,676,675,507,432,397,389,334,293,214,124
312825,430,488,637,544,386,303,322,299,256,228,183,166,121,93,59,46,23
312830,1826,1891,1868,1818,1643,1486,1400,1398,1285,1006,821,658,591,474,426,340,176
312840,751,811,836,796,630,638,694,694,562,461,406,334,304,262,256,181,123
312850,400,421,382,429,357,296,320,311,288,254,197,139,138,116,94,85,46
312860,675,777,712,635,556,646,647,507,401,300,281,212,191,114,83,55,35
312870,4120,4427,4645,4709,4163,3753,3620,3672,3445,2775,2247,1753,1463,1193,1032,784,444
312880,661,781,684,706,676,540,565,558,510,388,331,269,259,256,237,189,73
312890,603,622,620,615,563,502,525,484,431,373,306,279,204,142,118,112,49
312900,756,803,868,903,765,632,666,717,653,518,485,403,375,353,267,212,121
312910,592,607,615,591,586,570,546,505,450,412,363,343,314,234,163,95,74
312920,519,557,606,534,470,397,434,431,401,329,270,228,175,159,135,104,53
312930,1011,993,1015,1035,869,750,716,611,536,512,414,373,335,309,222,174,93
312940,473,523,524,492,500,450,427,361,306,249,238,220,151,134,107,64,53
